k,hfa,regress,gd_mode,logloss,brier,acc
40,80,0.5,flat,0.9647249652766949,0.5722395916752757,0.5381091211995002
32,0,0.5,flat,0.9647542940732712,0.572268838417034,0.5401915868388172
32,20,0.5,flat,0.964756148597821,0.5722692579965996,0.5401915868388172
32,40,0.5,flat,0.9648047959064854,0.5723029352652251,0.5406080799666806
32,80,0.4,flat,0.9648210187150071,0.5723609891230991,0.5414410662224073
48,100,0.5,flat,0.9648289061130642,0.5723159653084064,0.5401915868388172
32,40,0.1,flat,0.9648334754356466,0.5723425168538318,0.5406080799666806
56,40,0.5,flat,0.9648486877401018,0.5723478578212358,0.5414410662224073
56,60,0.5,flat,0.9648644303758369,0.5723568970337121,0.5418575593502707
56,20,0.5,flat,0.964865576162995,0.5723610481433692,0.5422740524781341
40,100,0.5,flat,0.9648782549601436,0.5723468496312273,0.5368596418159101
32,100,0.3,flat,0.9648792353481966,0.5724544609565251,0.5401915868388172
32,100,0.2,flat,0.9648821910637007,0.5724691342586177,0.5418575593502707
64,40,0.4,flat,0.964891232579728,0.572401765861383,0.5472719700124948
64,60,0.4,flat,0.9648938296939963,0.5724030681228711,0.5451895043731778
32,60,0.5,flat,0.9649001528776172,0.5723699308539355,0.5406080799666806
56,80,0.5,flat,0.964913548287828,0.5723888904791932,0.5406080799666806
56,0,0.5,flat,0.9649135786323176,0.5723952402096117,0.5431070387338609
64,20,0.4,flat,0.964916398405558,0.5724192505098066,0.5472719700124948
64,80,0.4,flat,0.9649257734802006,0.5724244584092716,0.5447730112453144
64,0,0.4,flat,0.9649671005206589,0.5724538074443186,0.5472719700124948
64,100,0.4,flat,0.9649879738024937,0.5724667910527707,0.5439400249895877
56,100,0.5,flat,0.9649960470556773,0.5724440714940849,0.5414410662224073
32,60,0.1,flat,0.9650218951599683,0.572479215965229,0.541024573094544
32,100,0.4,flat,0.9650367857571126,0.5725167987362426,0.5414410662224073
32,80,0.5,flat,0.9650412719851535,0.572469733578289,0.541024573094544
80,60,0.1,flat,0.9650995653806698,0.572526938901487,0.5489379425239483
80,80,0.1,flat,0.96510611277689,0.572533148385815,0.5489379425239483
80,40,0.1,flat,0.9651131312586593,0.5725342631352006,0.5493544356518117
80,100,0.1,flat,0.9651360169540455,0.5725552962521127,0.5476884631403582
80,20,0.1,flat,0.9651431015247411,0.5725524035971897,0.5485214493960849
24,0,0.0,wfe,0.9651778140077611,0.5724787856035631,0.5422740524781341
80,0,0.1,flat,0.9651855101140118,0.5725784842395417,0.5485214493960849
32,100,0.5,flat,0.9652264516106679,0.5726013247161901,0.5393586005830904
24,20,0.0,wfe,0.9652288965273608,0.572516757303648,0.5435235318617243
24,0,0.3,flat,0.965233974831047,0.5727528519029266,0.538942107455227
64,60,0.5,flat,0.9652617788655299,0.5726506172052194,0.5418575593502707
64,40,0.5,flat,0.9652749658190493,0.5726621099402346,0.5435235318617243
32,80,0.1,flat,0.9652758111813138,0.5726635047856353,0.5397750937109538
64,80,0.5,flat,0.965277658179436,0.5726588906516079,0.5406080799666806
24,20,0.3,flat,0.9652804450260578,0.572786738662036,0.5385256143273636
80,80,0.2,flat,0.9652850755354021,0.5727081234752104,0.5468554768846314
24,0,0.4,flat,0.9652858913119959,0.5727314348326118,0.5376926280716369
80,60,0.2,flat,0.9652917052041445,0.5727109560248921,0.546438983756768
80,100,0.2,flat,0.9653007154056612,0.5727205119487812,0.5468554768846314
64,20,0.5,flat,0.9653157813207113,0.572692159797368,0.5456059975010412
80,40,0.2,flat,0.9653177162246382,0.5727268239003789,0.5439400249895877
24,20,0.4,flat,0.9653180678329342,0.5727542207465999,0.5368596418159101
64,100,0.5,flat,0.9653232995632607,0.5726876414918898,0.5406080799666806
80,20,0.2,flat,0.9653596881050408,0.5727531873455731,0.5431070387338609
24,40,0.0,wfe,0.9653686800493995,0.5726189790788632,0.5439400249895877
64,0,0.5,flat,0.9653820455769863,0.5727390716388941,0.546438983756768
24,40,0.3,flat,0.9653895554490419,0.572866573142948,0.5385256143273636
24,40,0.4,flat,0.965406111704406,0.5728177840131737,0.5372761349437735
80,0,0.2,flat,0.9654138292107831,0.5727872754851374,0.5414410662224073
24,0,0.5,flat,0.9654262705076703,0.5727695773063642,0.5393586005830904
24,20,0.5,flat,0.9654434981243805,0.5727807535894238,0.5385256143273636
24,0,0.2,flat,0.9654453652101653,0.5729172650020095,0.5393586005830904
24,20,0.2,flat,0.965503071608087,0.572959693915678,0.541024573094544
24,40,0.5,flat,0.9655107797312602,0.5728281175581493,0.5397750937109538
56,0,0.0,flat,0.9655192613124612,0.5726437689781835,0.5468554768846314
56,20,0.0,flat,0.9655474381321613,0.5726637500950347,0.5460224906289046
24,60,0.4,flat,0.9655495483497952,0.5729218710744004,0.5368596418159101
24,60,0.3,flat,0.965560741904038,0.5729920328693523,0.5385256143273636
32,100,0.1,flat,0.9655937302008225,0.5728945053501675,0.5393586005830904
24,60,0.0,wfe,0.9655959301177345,0.5727846872718182,0.5443565181174511
56,40,0.0,flat,0.9656176156988173,0.5727131175595331,0.5468554768846314
64,0,0.0,flat,0.9656218070610086,0.5727289572775028,0.5476884631403582
24,60,0.5,flat,0.9656276577937026,0.5729114321766661,0.5368596418159101
24,40,0.2,flat,0.9656314115890907,0.5730539175273796,0.5406080799666806
64,20,0.0,flat,0.9656320595232573,0.5727366570803463,0.546438983756768
80,80,0.3,flat,0.9656710917547993,0.5729822497390223,0.5468554768846314
80,100,0.3,flat,0.9656720765354054,0.5729829378593502,0.5472719700124948
64,40,0.0,flat,0.9656757648402613,0.5727674328896026,0.5476884631403582
80,60,0.3,flat,0.9656926105546362,0.5729969148653778,0.5460224906289046
56,60,0.0,flat,0.9657310742198115,0.5727929046270365,0.5451895043731778
80,40,0.3,flat,0.9657340080205069,0.5730249077967537,0.5443565181174511
48,0,0.0,flat,0.9657378930717985,0.5727919084192307,0.5476884631403582
24,80,0.4,flat,0.9657470903551402,0.5730656742038381,0.5368596418159101
64,60,0.0,flat,0.9657551433449599,0.5728229678148352,0.5456059975010412
48,20,0.0,flat,0.965780931749381,0.5728220821562007,0.5485214493960849
80,20,0.3,flat,0.9657920489956048,0.5730637975795281,0.5456059975010412
24,80,0.3,flat,0.9657927167017075,0.5731623018124754,0.5372761349437735
24,80,0.5,flat,0.9657927861362712,0.5730298546838815,0.5356101624323198
24,60,0.2,flat,0.9658296248300628,0.5731994741740412,0.541024573094544
80,0,0.3,flat,0.9658630216346054,0.5731108511923224,0.5447730112453144
64,80,0.0,flat,0.9658720214266108,0.5729047019639081,0.5472719700124948
48,40,0.0,flat,0.9658752104322654,0.5728886414407468,0.5472719700124948
56,80,0.0,flat,0.9658886592221155,0.5729038802765791,0.5468554768846314
24,80,0.0,wfe,0.9659084035444756,0.5730124239802364,0.5443565181174511
24,100,0.4,flat,0.9659967268977032,0.5732478826868527,0.5368596418159101
24,100,0.5,flat,0.9660040315192517,0.5731819963580559,0.5339441899208663
80,100,0.4,flat,0.9660097759283192,0.5732086168225731,0.5431070387338609
48,60,0.0,flat,0.9660210688237828,0.5729919684944056,0.5476884631403582
80,80,0.4,flat,0.9660241068158242,0.5732205749169146,0.5447730112453144
64,100,0.0,flat,0.966027668157441,0.5730137066004776,0.5468554768846314
80,60,0.4,flat,0.9660612798501217,0.5732480539881379,0.5456059975010412
24,100,0.3,flat,0.9660835451429193,0.573376112658344,0.5368596418159101
56,100,0.0,flat,0.9660906581471069,0.573046450157445,0.5485214493960849
24,80,0.2,flat,0.9660963197139102,0.5733954733416635,0.5414410662224073
80,40,0.4,flat,0.966118889294158,0.5732891687886162,0.5451895043731778
80,20,0.4,flat,0.9661938438944768,0.5733415751686141,0.5435235318617243
48,80,0.0,flat,0.96621838672492,0.5731321700262512,0.546438983756768
80,0,0.4,flat,0.9662824878241895,0.5734025638217184,0.5439400249895877
24,100,0.0,wfe,0.966302960601243,0.5733001002558828,0.5426905456059975
80,100,0.5,flat,0.9663073748193333,0.5734077514792512,0.5414410662224073
80,80,0.5,flat,0.9663357956440485,0.5734313811350056,0.5422740524781341
80,60,0.5,flat,0.9663872240698428,0.5734705943810294,0.5443565181174511
80,40,0.0,flat,0.9664097929073798,0.5733163759759874,0.5497709287796751
40,0,0.0,flat,0.9664187598129681,0.5732819835001998,0.5439400249895877
80,60,0.0,flat,0.9664189493995742,0.5733226190929857,0.550603915035402
80,20,0.0,flat,0.9664225989054583,0.5733249536257718,0.550603915035402
24,100,0.2,flat,0.9664295323977554,0.5736406259431592,0.541024573094544
80,0,0.0,flat,0.9664533818504344,0.573345450489171,0.5489379425239483
80,80,0.0,flat,0.9664537749282717,0.5733464191569684,0.5489379425239483
80,40,0.5,flat,0.9664594847672443,0.5735236621426839,0.5443565181174511
48,100,0.0,flat,0.9664665117174261,0.573309012000372,0.5447730112453144
40,20,0.0,flat,0.9664724404388819,0.5733195571528317,0.5460224906289046
80,100,0.0,flat,0.9665174477378051,0.5733901625162681,0.5497709287796751
24,0,0.1,flat,0.966540121883953,0.5736126586053495,0.5376926280716369
80,20,0.5,flat,0.9665496514693981,0.5735883462635901,0.5456059975010412
40,40,0.0,flat,0.9665874875984407,0.5734014037013758,0.5451895043731778
24,20,0.1,flat,0.9666033086406836,0.5736587874423142,0.5364431486880467
80,0,0.5,flat,0.9666541427020586,0.573661976060581,0.5456059975010412
24,40,0.1,flat,0.9667462944549697,0.5737633822008833,0.534777176176593
40,60,0.0,flat,0.966763366951651,0.573527295628873,0.5447730112453144
24,60,0.1,flat,0.96696798258157,0.5739257593184123,0.5339441899208663
40,80,0.0,flat,0.9669990688973246,0.573696716839526,0.5431070387338609
24,80,0.1,flat,0.9672667162024537,0.5741448586762365,0.5343606830487297
40,100,0.0,flat,0.9672930986735917,0.5739088383240565,0.5418575593502707
24,100,0.1,flat,0.9676403383031523,0.5744192704692554,0.534777176176593
32,0,0.0,flat,0.9677943339624233,0.5742937373793107,0.5406080799666806
32,20,0.0,flat,0.9678535920559465,0.5743355181253718,0.5406080799666806
32,40,0.0,flat,0.9679855179302781,0.5744305363065301,0.5406080799666806
32,60,0.0,flat,0.9681888761139401,0.5745780596529344,0.5401915868388172
32,80,0.0,flat,0.9684619450125072,0.5747770415322574,0.5401915868388172
32,100,0.0,flat,0.9688025660870982,0.5750261342470968,0.5414410662224073
24,0,0.0,flat,0.9702893841010849,0.5761510714226011,0.538942107455227
24,20,0.0,flat,0.9703498454466378,0.5761945954655516,0.5393586005830904
24,40,0.0,flat,0.9704960129413277,0.5763016124585949,0.5397750937109538
24,60,0.0,flat,0.9707263023072603,0.5764710992155686,0.5393586005830904
24,80,0.0,flat,0.9710386325330372,0.5767016730126212,0.5393586005830904
24,100,0.0,flat,0.9714305105498894,0.576991630902003,0.538942107455227
