date,sezon,lig,home,away,hg,ag,sonuc,hukmen,supheli_tekrar,match_id,url
2023-12-08,2023-2024,Süper Lig,Türk Ocağı Limasol SK,Doğan Türk Birliği,0,3,A,0,0,19448,https://ktff.org/maclar/19448
2023-12-09,2023-2024,Süper Lig,Mesarya SK,Mağusa Türk Gücü,0,9,A,0,0,19444,https://ktff.org/maclar/19444
2023-12-09,2023-2024,Süper Lig,Çetinkaya TSK,Alsancak Yeşilova SK,2,3,A,0,0,19446,https://ktff.org/maclar/19446
2023-12-09,2023-2024,Süper Lig,Karşıyaka SK,Gençlik Gücü TSK,4,3,H,0,0,19451,https://ktff.org/maclar/19451
2023-12-09,2023-2024,1. Lig,Gönyeli SK,Mormenekşe GBSK,1,1,D,0,0,19556,https://ktff.org/maclar/19556
2023-12-09,2023-2024,1. Lig,Baf Ülkü Yurdu,Binatlı YSK,1,3,A,0,0,19560,https://ktff.org/maclar/19560
2023-12-09,2023-2024,1. Lig,Geçitkale GSK,Hamitköy ŞHSK,2,3,A,0,0,19562,https://ktff.org/maclar/19562
2023-12-10,2023-2024,Süper Lig,Göçmenköy İYSK,Yenicami AK,3,1,H,0,0,19445,https://ktff.org/maclar/19445
2023-12-10,2023-2024,Süper Lig,Küçük Kaymaklı TSK,L. Gençler Birliği SK,2,4,A,0,0,19447,https://ktff.org/maclar/19447
2023-12-10,2023-2024,Süper Lig,Lefke TSK,Yeniboğaziçi DSK,3,1,H,0,0,19449,https://ktff.org/maclar/19449
2023-12-10,2023-2024,1. Lig,Esentepe KSKK,Girne Halk Evi SK,2,1,H,0,0,19557,https://ktff.org/maclar/19557
2023-12-10,2023-2024,1. Lig,Ozanköy SK,Yalova SK,2,3,A,0,0,19558,https://ktff.org/maclar/19558
2023-12-10,2023-2024,1. Lig,Lapta Türk Birliği SK,Çanakkale TSK,1,1,D,0,0,19559,https://ktff.org/maclar/19559
2023-12-10,2023-2024,1. Lig,Maraş GSK,M. Hacıali Yılmazköy SK,1,1,D,0,0,19561,https://ktff.org/maclar/19561
2023-12-10,2023-2024,1. Lig,Değirmenlik SK,Düzkaya KOSK,3,0,H,0,0,19563,https://ktff.org/maclar/19563
2023-12-11,2023-2024,Süper Lig,Dumlupınar TSK,Cihangir GSK,0,3,A,0,0,19450,https://ktff.org/maclar/19450
2023-12-16,2023-2024,Süper Lig,Yenicami AK,Alsancak Yeşilova SK,0,2,A,0,0,19453,https://ktff.org/maclar/19453
2023-12-16,2023-2024,Süper Lig,L. Gençler Birliği SK,Mesarya SK,3,2,H,0,0,19454,https://ktff.org/maclar/19454
2023-12-16,2023-2024,Süper Lig,Yeniboğaziçi DSK,Türk Ocağı Limasol SK,4,3,H,0,0,19456,https://ktff.org/maclar/19456
2023-12-16,2023-2024,Süper Lig,Karşıyaka SK,Çetinkaya TSK,2,3,A,0,0,19459,https://ktff.org/maclar/19459
2023-12-16,2023-2024,1. Lig,Girne Halk Evi SK,Yalova SK,0,4,A,0,0,19565,https://ktff.org/maclar/19565
2023-12-16,2023-2024,1. Lig,Çanakkale TSK,Gönyeli SK,2,0,H,0,0,19566,https://ktff.org/maclar/19566
2023-12-16,2023-2024,1. Lig,M. Hacıali Yılmazköy SK,Baf Ülkü Yurdu,1,0,H,0,0,19568,https://ktff.org/maclar/19568
2023-12-16,2023-2024,1. Lig,Değirmenlik SK,Ozanköy SK,4,1,H,0,0,19571,https://ktff.org/maclar/19571
2023-12-17,2023-2024,Süper Lig,Mağusa Türk Gücü,Göçmenköy İYSK,2,0,H,0,0,19452,https://ktff.org/maclar/19452
2023-12-17,2023-2024,Süper Lig,Doğan Türk Birliği,Küçük Kaymaklı TSK,2,1,H,0,0,19455,https://ktff.org/maclar/19455
2023-12-17,2023-2024,Süper Lig,Cihangir GSK,Lefke TSK,3,1,H,0,0,19457,https://ktff.org/maclar/19457
2023-12-17,2023-2024,Süper Lig,Gençlik Gücü TSK,Dumlupınar TSK,2,3,A,0,0,19458,https://ktff.org/maclar/19458
2023-12-17,2023-2024,1. Lig,Mormenekşe GBSK,Esentepe KSKK,1,1,D,0,0,19564,https://ktff.org/maclar/19564
2023-12-17,2023-2024,1. Lig,Binatlı YSK,Lapta Türk Birliği SK,1,1,D,0,0,19567,https://ktff.org/maclar/19567
2023-12-17,2023-2024,1. Lig,Hamitköy ŞHSK,Maraş GSK,0,0,D,0,0,19569,https://ktff.org/maclar/19569
2023-12-17,2023-2024,1. Lig,Düzkaya KOSK,Geçitkale GSK,5,2,H,0,0,19570,https://ktff.org/maclar/19570
2023-12-22,2023-2024,Süper Lig,Çetinkaya TSK,Yenicami AK,2,2,D,0,0,19461,https://ktff.org/maclar/19461
2023-12-22,2023-2024,Süper Lig,Türk Ocağı Limasol SK,Cihangir GSK,1,4,A,0,0,19465,https://ktff.org/maclar/19465
2023-12-22,2023-2024,Süper Lig,Lefke TSK,Gençlik Gücü TSK,0,3,A,0,0,19466,https://ktff.org/maclar/19466
2023-12-22,2023-2024,Süper Lig,Dumlupınar TSK,Karşıyaka SK,2,2,D,0,0,19467,https://ktff.org/maclar/19467
2023-12-23,2023-2024,Süper Lig,Alsancak Yeşilova SK,Mağusa Türk Gücü,0,2,A,0,0,19460,https://ktff.org/maclar/19460
2023-12-23,2023-2024,Süper Lig,Göçmenköy İYSK,L. Gençler Birliği SK,3,1,H,0,0,19462,https://ktff.org/maclar/19462
2023-12-23,2023-2024,Süper Lig,Mesarya SK,Doğan Türk Birliği,3,0,H,1,0,19463,https://ktff.org/maclar/19463
2023-12-23,2023-2024,Süper Lig,Küçük Kaymaklı TSK,Yeniboğaziçi DSK,3,4,A,0,0,19464,https://ktff.org/maclar/19464
2023-12-23,2023-2024,1. Lig,Yalova SK,Mormenekşe GBSK,0,0,D,0,0,19572,https://ktff.org/maclar/19572
2023-12-23,2023-2024,1. Lig,Ozanköy SK,Girne Halk Evi SK,0,0,D,0,0,19573,https://ktff.org/maclar/19573
2023-12-23,2023-2024,1. Lig,Esentepe KSKK,Çanakkale TSK,3,0,H,0,0,19574,https://ktff.org/maclar/19574
2023-12-23,2023-2024,1. Lig,Lapta Türk Birliği SK,M. Hacıali Yılmazköy SK,0,0,D,0,0,19576,https://ktff.org/maclar/19576
2023-12-23,2023-2024,1. Lig,Geçitkale GSK,Değirmenlik SK,1,3,A,0,0,19579,https://ktff.org/maclar/19579
2023-12-24,2023-2024,1. Lig,Gönyeli SK,Binatlı YSK,2,0,H,0,0,19575,https://ktff.org/maclar/19575
2023-12-24,2023-2024,1. Lig,Baf Ülkü Yurdu,Hamitköy ŞHSK,0,2,A,0,0,19577,https://ktff.org/maclar/19577
2023-12-24,2023-2024,1. Lig,Maraş GSK,Düzkaya KOSK,2,2,D,0,0,19578,https://ktff.org/maclar/19578
2023-12-27,2023-2024,1. Lig,Çanakkale TSK,Yalova SK,7,1,H,0,0,19581,https://ktff.org/maclar/19581
2023-12-28,2023-2024,Süper Lig,Doğan Türk Birliği,Göçmenköy İYSK,1,0,H,0,0,19470,https://ktff.org/maclar/19470
2023-12-28,2023-2024,Süper Lig,Gençlik Gücü TSK,Türk Ocağı Limasol SK,4,2,H,0,0,19473,https://ktff.org/maclar/19473
2023-12-28,2023-2024,Süper Lig,Dumlupınar TSK,Çetinkaya TSK,3,1,H,0,0,19475,https://ktff.org/maclar/19475
2023-12-28,2023-2024,1. Lig,Mormenekşe GBSK,Girne Halk Evi SK,1,1,D,0,0,19580,https://ktff.org/maclar/19580
2023-12-28,2023-2024,1. Lig,Binatlı YSK,Esentepe KSKK,2,1,H,0,0,19582,https://ktff.org/maclar/19582
2023-12-28,2023-2024,1. Lig,Hamitköy ŞHSK,Lapta Türk Birliği SK,2,1,H,0,0,19584,https://ktff.org/maclar/19584
2023-12-29,2023-2024,Süper Lig,Mağusa Türk Gücü,Yenicami AK,1,3,A,0,0,19468,https://ktff.org/maclar/19468
2023-12-29,2023-2024,Süper Lig,L. Gençler Birliği SK,Alsancak Yeşilova SK,1,1,D,0,0,19469,https://ktff.org/maclar/19469
2023-12-29,2023-2024,Süper Lig,Yeniboğaziçi DSK,Mesarya SK,0,2,A,0,0,19471,https://ktff.org/maclar/19471
2023-12-29,2023-2024,Süper Lig,Cihangir GSK,Küçük Kaymaklı TSK,1,0,H,0,0,19472,https://ktff.org/maclar/19472
2023-12-29,2023-2024,Süper Lig,Karşıyaka SK,Lefke TSK,2,0,H,0,0,19474,https://ktff.org/maclar/19474
2023-12-29,2023-2024,1. Lig,M. Hacıali Yılmazköy SK,Gönyeli SK,3,2,H,0,0,19583,https://ktff.org/maclar/19583
2023-12-29,2023-2024,1. Lig,Düzkaya KOSK,Baf Ülkü Yurdu,0,0,D,0,0,19585,https://ktff.org/maclar/19585
2023-12-29,2023-2024,1. Lig,Değirmenlik SK,Maraş GSK,3,0,H,0,0,19586,https://ktff.org/maclar/19586
2023-12-29,2023-2024,1. Lig,Geçitkale GSK,Ozanköy SK,3,4,A,0,0,19587,https://ktff.org/maclar/19587
2024-01-26,2023-2024,Süper Lig,Gençlik Gücü TSK,Küçük Kaymaklı TSK,1,3,A,0,0,20182,https://ktff.org/maclar/20182
2024-01-27,2023-2024,Süper Lig,Cihangir GSK,Mesarya SK,3,0,H,0,0,20183,https://ktff.org/maclar/20183
2024-01-27,2023-2024,Süper Lig,Yeniboğaziçi DSK,Göçmenköy İYSK,0,3,A,0,0,20184,https://ktff.org/maclar/20184
2024-01-27,2023-2024,Süper Lig,Karşıyaka SK,Türk Ocağı Limasol SK,2,1,H,0,0,20185,https://ktff.org/maclar/20185
2024-01-27,2023-2024,1. Lig,Çanakkale TSK,Girne Halk Evi SK,4,1,H,0,0,20198,https://ktff.org/maclar/20198
2024-01-27,2023-2024,1. Lig,Düzkaya KOSK,Lapta Türk Birliği SK,2,1,H,0,0,20199,https://ktff.org/maclar/20199
2024-01-27,2023-2024,1. Lig,Geçitkale GSK,Maraş GSK,2,0,H,0,0,20200,https://ktff.org/maclar/20200
2024-01-27,2023-2024,1. Lig,M. Hacıali Yılmazköy SK,Esentepe KSKK,1,1,D,0,0,20201,https://ktff.org/maclar/20201
2024-01-27,2023-2024,1. Lig,Değirmenlik SK,Baf Ülkü Yurdu,2,0,H,0,0,20202,https://ktff.org/maclar/20202
2024-01-28,2023-2024,Süper Lig,Doğan Türk Birliği,Alsancak Yeşilova SK,4,2,H,0,0,20186,https://ktff.org/maclar/20186
2024-01-28,2023-2024,Süper Lig,Dumlupınar TSK,Lefke TSK,1,0,H,0,0,20187,https://ktff.org/maclar/20187
2024-01-28,2023-2024,Süper Lig,L. Gençler Birliği SK,Yenicami AK,4,2,H,0,0,20188,https://ktff.org/maclar/20188
2024-01-28,2023-2024,1. Lig,Binatlı YSK,Yalova SK,0,1,A,0,0,20203,https://ktff.org/maclar/20203
2024-01-28,2023-2024,1. Lig,Hamitköy ŞHSK,Gönyeli SK,2,0,H,0,0,20204,https://ktff.org/maclar/20204
2024-01-28,2023-2024,1. Lig,Ozanköy SK,Mormenekşe GBSK,1,1,D,0,0,20205,https://ktff.org/maclar/20205
2024-01-29,2023-2024,Süper Lig,Çetinkaya TSK,Mağusa Türk Gücü,1,2,A,0,0,20189,https://ktff.org/maclar/20189
2024-02-02,2023-2024,Süper Lig,Göçmenköy İYSK,Cihangir GSK,0,1,A,0,0,20190,https://ktff.org/maclar/20190
2024-02-03,2023-2024,Süper Lig,Alsancak Yeşilova SK,Yeniboğaziçi DSK,5,0,H,0,0,20191,https://ktff.org/maclar/20191
2024-02-03,2023-2024,Süper Lig,Mesarya SK,Gençlik Gücü TSK,0,1,A,0,0,20192,https://ktff.org/maclar/20192
2024-02-03,2023-2024,Süper Lig,Küçük Kaymaklı TSK,Karşıyaka SK,0,3,A,0,0,20193,https://ktff.org/maclar/20193
2024-02-03,2023-2024,1. Lig,Girne Halk Evi SK,Binatlı YSK,1,2,A,0,0,20206,https://ktff.org/maclar/20206
2024-02-03,2023-2024,1. Lig,Maraş GSK,Ozanköy SK,2,3,A,0,0,20207,https://ktff.org/maclar/20207
2024-02-03,2023-2024,1. Lig,Baf Ülkü Yurdu,Geçitkale GSK,2,2,D,0,0,20208,https://ktff.org/maclar/20208
2024-02-03,2023-2024,1. Lig,Esentepe KSKK,Hamitköy ŞHSK,0,1,A,0,0,20209,https://ktff.org/maclar/20209
2024-02-04,2023-2024,Süper Lig,Lefke TSK,Çetinkaya TSK,0,5,A,0,0,20194,https://ktff.org/maclar/20194
2024-02-04,2023-2024,Süper Lig,Mağusa Türk Gücü,L. Gençler Birliği SK,5,0,H,0,0,20195,https://ktff.org/maclar/20195
2024-02-04,2023-2024,Süper Lig,Türk Ocağı Limasol SK,Dumlupınar TSK,2,11,A,0,0,20196,https://ktff.org/maclar/20196
2024-02-04,2023-2024,1. Lig,Yalova SK,M. Hacıali Yılmazköy SK,1,1,D,0,0,20210,https://ktff.org/maclar/20210
2024-02-04,2023-2024,1. Lig,Gönyeli SK,Düzkaya KOSK,2,1,H,0,0,20211,https://ktff.org/maclar/20211
2024-02-04,2023-2024,1. Lig,Mormenekşe GBSK,Çanakkale TSK,0,1,A,0,0,20212,https://ktff.org/maclar/20212
2024-02-04,2023-2024,1. Lig,Lapta Türk Birliği SK,Değirmenlik SK,0,6,A,0,0,20213,https://ktff.org/maclar/20213
2024-02-05,2023-2024,Süper Lig,Yenicami AK,Doğan Türk Birliği,1,1,D,0,0,20197,https://ktff.org/maclar/20197
2024-02-09,2023-2024,Süper Lig,Çetinkaya TSK,L. Gençler Birliği SK,1,1,D,0,0,20286,https://ktff.org/maclar/20286
2024-02-10,2023-2024,Süper Lig,Dumlupınar TSK,Küçük Kaymaklı TSK,3,0,H,0,0,20287,https://ktff.org/maclar/20287
2024-02-10,2023-2024,Süper Lig,Gençlik Gücü TSK,Göçmenköy İYSK,1,1,D,0,0,20288,https://ktff.org/maclar/20288
2024-02-10,2023-2024,Süper Lig,Yeniboğaziçi DSK,Yenicami AK,0,2,A,0,0,20289,https://ktff.org/maclar/20289
2024-02-10,2023-2024,Süper Lig,Doğan Türk Birliği,Mağusa Türk Gücü,1,2,A,0,0,20290,https://ktff.org/maclar/20290
2024-02-10,2023-2024,Süper Lig,Lefke TSK,Türk Ocağı Limasol SK,3,0,H,0,0,20291,https://ktff.org/maclar/20291
2024-02-10,2023-2024,Süper Lig,Cihangir GSK,Alsancak Yeşilova SK,3,1,H,0,0,20292,https://ktff.org/maclar/20292
2024-02-10,2023-2024,Süper Lig,Karşıyaka SK,Mesarya SK,4,0,H,0,0,20293,https://ktff.org/maclar/20293
2024-02-10,2023-2024,1. Lig,Değirmenlik SK,Gönyeli SK,2,0,H,0,0,20302,https://ktff.org/maclar/20302
2024-02-10,2023-2024,1. Lig,Hamitköy ŞHSK,Yalova SK,2,2,D,0,0,20303,https://ktff.org/maclar/20303
2024-02-11,2023-2024,1. Lig,Düzkaya KOSK,Esentepe KSKK,3,1,H,0,0,20304,https://ktff.org/maclar/20304
2024-02-11,2023-2024,1. Lig,M. Hacıali Yılmazköy SK,Girne Halk Evi SK,3,1,H,0,0,20305,https://ktff.org/maclar/20305
2024-02-11,2023-2024,1. Lig,Geçitkale GSK,Lapta Türk Birliği SK,4,1,H,0,0,20306,https://ktff.org/maclar/20306
2024-02-11,2023-2024,1. Lig,Binatlı YSK,Mormenekşe GBSK,3,0,H,0,0,20307,https://ktff.org/maclar/20307
2024-02-11,2023-2024,1. Lig,Maraş GSK,Baf Ülkü Yurdu,1,0,H,0,0,20308,https://ktff.org/maclar/20308
2024-02-11,2023-2024,1. Lig,Ozanköy SK,Çanakkale TSK,0,2,A,0,0,20309,https://ktff.org/maclar/20309
2024-02-17,2023-2024,Süper Lig,Türk Ocağı Limasol SK,Çetinkaya TSK,0,5,A,0,0,20294,https://ktff.org/maclar/20294
2024-02-17,2023-2024,1. Lig,Çanakkale TSK,Binatlı YSK,1,2,A,0,0,20310,https://ktff.org/maclar/20310
2024-02-17,2023-2024,1. Lig,Baf Ülkü Yurdu,Ozanköy SK,3,1,H,0,0,20311,https://ktff.org/maclar/20311
2024-02-17,2023-2024,1. Lig,Lapta Türk Birliği SK,Maraş GSK,3,2,H,0,0,20312,https://ktff.org/maclar/20312
2024-02-17,2023-2024,1. Lig,Gönyeli SK,Geçitkale GSK,3,0,H,0,0,20313,https://ktff.org/maclar/20313
2024-02-17,2023-2024,1. Lig,Mormenekşe GBSK,M. Hacıali Yılmazköy SK,1,1,D,0,0,20314,https://ktff.org/maclar/20314
2024-02-18,2023-2024,Süper Lig,L. Gençler Birliği SK,Doğan Türk Birliği,1,1,D,0,0,20295,https://ktff.org/maclar/20295
2024-02-18,2023-2024,Süper Lig,Küçük Kaymaklı TSK,Lefke TSK,2,1,H,0,0,20296,https://ktff.org/maclar/20296
2024-02-18,2023-2024,Süper Lig,Mesarya SK,Dumlupınar TSK,1,1,D,0,0,20297,https://ktff.org/maclar/20297
2024-02-18,2023-2024,Süper Lig,Alsancak Yeşilova SK,Gençlik Gücü TSK,1,0,H,0,0,20298,https://ktff.org/maclar/20298
2024-02-18,2023-2024,Süper Lig,Mağusa Türk Gücü,Yeniboğaziçi DSK,7,1,H,0,0,20299,https://ktff.org/maclar/20299
2024-02-18,2023-2024,Süper Lig,Yenicami AK,Cihangir GSK,0,3,A,0,0,20300,https://ktff.org/maclar/20300
2024-02-18,2023-2024,1. Lig,Girne Halk Evi SK,Hamitköy ŞHSK,1,0,H,0,0,20315,https://ktff.org/maclar/20315
2024-02-18,2023-2024,1. Lig,Yalova SK,Düzkaya KOSK,1,0,H,0,0,20316,https://ktff.org/maclar/20316
2024-02-18,2023-2024,1. Lig,Esentepe KSKK,Değirmenlik SK,0,4,A,0,0,20317,https://ktff.org/maclar/20317
2024-02-19,2023-2024,Süper Lig,Göçmenköy İYSK,Karşıyaka SK,2,1,H,0,0,20301,https://ktff.org/maclar/20301
2024-02-23,2023-2024,Süper Lig,Lefke TSK,Mesarya SK,1,1,D,0,0,20424,https://ktff.org/maclar/20424
2024-02-24,2023-2024,Süper Lig,Gençlik Gücü TSK,Yenicami AK,0,0,D,0,0,20425,https://ktff.org/maclar/20425
2024-02-24,2023-2024,Süper Lig,Cihangir GSK,Mağusa Türk Gücü,0,1,A,0,0,20426,https://ktff.org/maclar/20426
2024-02-24,2023-2024,Süper Lig,Yeniboğaziçi DSK,L. Gençler Birliği SK,1,4,A,0,0,20427,https://ktff.org/maclar/20427
2024-02-24,2023-2024,1. Lig,Maraş GSK,Gönyeli SK,0,3,A,0,0,20432,https://ktff.org/maclar/20432
2024-02-24,2023-2024,1. Lig,Baf Ülkü Yurdu,Lapta Türk Birliği SK,0,2,A,0,0,20433,https://ktff.org/maclar/20433
2024-02-24,2023-2024,1. Lig,Ozanköy SK,Binatlı YSK,1,4,A,0,0,20434,https://ktff.org/maclar/20434
2024-02-24,2023-2024,1. Lig,Hamitköy ŞHSK,Mormenekşe GBSK,1,0,H,0,0,20435,https://ktff.org/maclar/20435
2024-02-24,2023-2024,1. Lig,Geçitkale GSK,Esentepe KSKK,3,4,A,0,0,20436,https://ktff.org/maclar/20436
2024-02-25,2023-2024,Süper Lig,Türk Ocağı Limasol SK,Küçük Kaymaklı TSK,0,1,A,0,0,20428,https://ktff.org/maclar/20428
2024-02-25,2023-2024,Süper Lig,Karşıyaka SK,Alsancak Yeşilova SK,2,3,A,0,0,20429,https://ktff.org/maclar/20429
2024-02-25,2023-2024,Süper Lig,Dumlupınar TSK,Göçmenköy İYSK,4,3,H,0,0,20430,https://ktff.org/maclar/20430
2024-02-25,2023-2024,Süper Lig,Çetinkaya TSK,Doğan Türk Birliği,3,0,H,0,0,20431,https://ktff.org/maclar/20431
2024-02-25,2023-2024,1. Lig,Düzkaya KOSK,Girne Halk Evi SK,0,0,D,0,0,20437,https://ktff.org/maclar/20437
2024-02-25,2023-2024,1. Lig,Değirmenlik SK,Yalova SK,2,0,H,0,0,20438,https://ktff.org/maclar/20438
2024-02-25,2023-2024,1. Lig,M. Hacıali Yılmazköy SK,Çanakkale TSK,2,1,H,0,0,20439,https://ktff.org/maclar/20439
2024-03-01,2023-2024,Süper Lig,Yenicami AK,Karşıyaka SK,0,3,A,0,0,20456,https://ktff.org/maclar/20456
2024-03-01,2023-2024,1. Lig,Girne Halk Evi SK,Değirmenlik SK,0,1,A,0,0,20520,https://ktff.org/maclar/20520
2024-03-02,2023-2024,Süper Lig,Doğan Türk Birliği,Yeniboğaziçi DSK,2,4,A,0,0,20457,https://ktff.org/maclar/20457
2024-03-02,2023-2024,Süper Lig,L. Gençler Birliği SK,Cihangir GSK,1,2,A,0,0,20458,https://ktff.org/maclar/20458
2024-03-02,2023-2024,Süper Lig,Göçmenköy İYSK,Lefke TSK,1,1,D,0,0,20459,https://ktff.org/maclar/20459
2024-03-02,2023-2024,Süper Lig,Alsancak Yeşilova SK,Dumlupınar TSK,3,1,H,0,0,20460,https://ktff.org/maclar/20460
2024-03-02,2023-2024,Süper Lig,Mağusa Türk Gücü,Gençlik Gücü TSK,5,2,H,0,0,20461,https://ktff.org/maclar/20461
2024-03-02,2023-2024,1. Lig,Binatlı YSK,M. Hacıali Yılmazköy SK,1,0,H,0,0,20521,https://ktff.org/maclar/20521
2024-03-02,2023-2024,1. Lig,Mormenekşe GBSK,Düzkaya KOSK,0,0,D,0,0,20522,https://ktff.org/maclar/20522
2024-03-03,2023-2024,Süper Lig,Mesarya SK,Türk Ocağı Limasol SK,3,1,H,0,0,20462,https://ktff.org/maclar/20462
2024-03-03,2023-2024,Süper Lig,Küçük Kaymaklı TSK,Çetinkaya TSK,2,0,H,0,0,20463,https://ktff.org/maclar/20463
2024-03-03,2023-2024,1. Lig,Gönyeli SK,Baf Ülkü Yurdu,7,1,H,0,0,20523,https://ktff.org/maclar/20523
2024-03-03,2023-2024,1. Lig,Lapta Türk Birliği SK,Ozanköy SK,2,2,D,0,0,20525,https://ktff.org/maclar/20525
2024-03-03,2023-2024,1. Lig,Esentepe KSKK,Maraş GSK,0,1,A,0,0,20526,https://ktff.org/maclar/20526
2024-03-03,2023-2024,1. Lig,Yalova SK,Geçitkale GSK,4,2,H,0,0,20527,https://ktff.org/maclar/20527
2024-03-04,2023-2024,1. Lig,Çanakkale TSK,Hamitköy ŞHSK,2,2,D,0,0,20524,https://ktff.org/maclar/20524
2024-03-08,2023-2024,Süper Lig,Gençlik Gücü TSK,L. Gençler Birliği SK,1,5,A,0,0,20467,https://ktff.org/maclar/20467
2024-03-09,2023-2024,Süper Lig,Çetinkaya TSK,Yeniboğaziçi DSK,4,1,H,0,0,20464,https://ktff.org/maclar/20464
2024-03-09,2023-2024,Süper Lig,Lefke TSK,Alsancak Yeşilova SK,1,1,D,0,0,20465,https://ktff.org/maclar/20465
2024-03-09,2023-2024,Süper Lig,Küçük Kaymaklı TSK,Mesarya SK,0,2,A,0,0,20466,https://ktff.org/maclar/20466
2024-03-09,2023-2024,1. Lig,Baf Ülkü Yurdu,Esentepe KSKK,0,1,A,0,0,20528,https://ktff.org/maclar/20528
2024-03-09,2023-2024,1. Lig,Maraş GSK,Yalova SK,1,1,D,0,0,20529,https://ktff.org/maclar/20529
2024-03-09,2023-2024,1. Lig,Lapta Türk Birliği SK,Gönyeli SK,0,1,A,0,0,20530,https://ktff.org/maclar/20530
2024-03-09,2023-2024,1. Lig,Düzkaya KOSK,Çanakkale TSK,2,1,H,0,0,20531,https://ktff.org/maclar/20531
2024-03-09,2023-2024,1. Lig,Geçitkale GSK,Girne Halk Evi SK,5,1,H,0,0,20535,https://ktff.org/maclar/20535
2024-03-10,2023-2024,Süper Lig,Karşıyaka SK,Mağusa Türk Gücü,1,3,A,0,0,20468,https://ktff.org/maclar/20468
2024-03-10,2023-2024,Süper Lig,Cihangir GSK,Doğan Türk Birliği,4,2,H,0,0,20469,https://ktff.org/maclar/20469
2024-03-10,2023-2024,Süper Lig,Türk Ocağı Limasol SK,Göçmenköy İYSK,1,4,A,0,0,20470,https://ktff.org/maclar/20470
2024-03-10,2023-2024,Süper Lig,Dumlupınar TSK,Yenicami AK,2,1,H,0,0,20471,https://ktff.org/maclar/20471
2024-03-10,2023-2024,1. Lig,Ozanköy SK,M. Hacıali Yılmazköy SK,0,2,A,0,0,20532,https://ktff.org/maclar/20532
2024-03-10,2023-2024,1. Lig,Hamitköy ŞHSK,Binatlı YSK,0,1,A,0,0,20533,https://ktff.org/maclar/20533
2024-03-10,2023-2024,1. Lig,Değirmenlik SK,Mormenekşe GBSK,0,0,D,0,0,20534,https://ktff.org/maclar/20534
2024-03-15,2023-2024,Süper Lig,Göçmenköy İYSK,Küçük Kaymaklı TSK,4,2,H,0,0,20472,https://ktff.org/maclar/20472
2024-03-15,2023-2024,Süper Lig,Mağusa Türk Gücü,Dumlupınar TSK,2,1,H,0,0,20473,https://ktff.org/maclar/20473
2024-03-16,2023-2024,Süper Lig,Yeniboğaziçi DSK,Cihangir GSK,0,1,A,0,0,20474,https://ktff.org/maclar/20474
2024-03-16,2023-2024,Süper Lig,Yenicami AK,Lefke TSK,1,3,A,0,0,20475,https://ktff.org/maclar/20475
2024-03-16,2023-2024,Süper Lig,Doğan Türk Birliği,Gençlik Gücü TSK,2,1,H,0,0,20476,https://ktff.org/maclar/20476
2024-03-16,2023-2024,Süper Lig,L. Gençler Birliği SK,Karşıyaka SK,2,3,A,0,0,20477,https://ktff.org/maclar/20477
2024-03-16,2023-2024,1. Lig,M. Hacıali Yılmazköy SK,Hamitköy ŞHSK,1,0,H,0,0,20536,https://ktff.org/maclar/20536
2024-03-16,2023-2024,1. Lig,Yalova SK,Baf Ülkü Yurdu,2,0,H,0,0,20537,https://ktff.org/maclar/20537
2024-03-16,2023-2024,1. Lig,Çanakkale TSK,Değirmenlik SK,2,4,A,0,0,20538,https://ktff.org/maclar/20538
2024-03-16,2023-2024,1. Lig,Esentepe KSKK,Lapta Türk Birliği SK,1,0,H,0,0,20540,https://ktff.org/maclar/20540
2024-03-16,2023-2024,1. Lig,Gönyeli SK,Ozanköy SK,5,5,D,0,0,20541,https://ktff.org/maclar/20541
2024-03-17,2023-2024,Süper Lig,Alsancak Yeşilova SK,Türk Ocağı Limasol SK,6,1,H,0,0,20478,https://ktff.org/maclar/20478
2024-03-17,2023-2024,Süper Lig,Mesarya SK,Çetinkaya TSK,2,3,A,0,0,20479,https://ktff.org/maclar/20479
2024-03-17,2023-2024,1. Lig,Binatlı YSK,Düzkaya KOSK,2,1,H,0,0,20539,https://ktff.org/maclar/20539
2024-03-17,2023-2024,1. Lig,Girne Halk Evi SK,Maraş GSK,3,2,H,0,0,20542,https://ktff.org/maclar/20542
2024-03-17,2023-2024,1. Lig,Mormenekşe GBSK,Geçitkale GSK,3,3,D,0,0,20543,https://ktff.org/maclar/20543
2024-03-23,2023-2024,Süper Lig,Gençlik Gücü TSK,Yeniboğaziçi DSK,1,1,D,0,0,20480,https://ktff.org/maclar/20480
2024-03-23,2023-2024,Süper Lig,Küçük Kaymaklı TSK,Alsancak Yeşilova SK,1,0,H,0,0,20481,https://ktff.org/maclar/20481
2024-03-23,2023-2024,1. Lig,Baf Ülkü Yurdu,Girne Halk Evi SK,1,2,A,0,0,20544,https://ktff.org/maclar/20544
2024-03-23,2023-2024,1. Lig,Lapta Türk Birliği SK,Yalova SK,2,3,A,0,0,20545,https://ktff.org/maclar/20545
2024-03-23,2023-2024,1. Lig,Maraş GSK,Mormenekşe GBSK,0,0,D,0,0,20546,https://ktff.org/maclar/20546
2024-03-23,2023-2024,1. Lig,Geçitkale GSK,Çanakkale TSK,0,3,A,0,0,20547,https://ktff.org/maclar/20547
2024-03-23,2023-2024,1. Lig,Ozanköy SK,Hamitköy ŞHSK,1,2,A,0,0,20548,https://ktff.org/maclar/20548
