date,sezon,takim,elo
2019-11-09,2019-2020,M. Karşıyaka ASK,1288.888861463274
2019-11-09,2019-2020,Görneç KSK,1311.5406441458776
2019-11-10,2019-2020,Hamitköy ŞHSK,1437.0447411712298
2019-11-10,2019-2020,Çetinkaya TSK,1312.8163910178198
2019-11-10,2019-2020,Alsancak Yeşilova SK,1516.2657339780474
2019-11-10,2019-2020,Küçük Kaymaklı TSK,1478.2001940916846
2019-11-10,2019-2020,Binatlı YSK,1369.1582641363084
2019-11-10,2019-2020,Düzkaya KOSK,1358.9018223221942
2019-11-10,2019-2020,Dörtyol SK,1334.9024061389036
2019-11-10,2019-2020,Bostancı Bağcıl SK,1254.352852030881
2019-11-10,2019-2020,Maraş GSK,1419.0331433763417
2019-11-10,2019-2020,Lapta Türk Birliği SK,1347.4768112552545
2019-11-10,2019-2020,Ozanköy SK,1341.308863404146
2019-11-10,2019-2020,Dumlupınar TSK,1487.487126380156
2019-11-11,2019-2020,Yenicami AK,1739.3697366772362
2019-11-11,2019-2020,Cihangir GSK,1515.997177126361
2019-11-16,2019-2020,Baf Ülkü Yurdu,1529.3342121812539
2019-11-16,2019-2020,Hamitköy ŞHSK,1418.0186702537399
2019-11-16,2019-2020,Küçük Kaymaklı TSK,1502.5619810142239
2019-11-16,2019-2020,Gönyeli SK,1404.79061064714
2019-11-16,2019-2020,Göçmenköy İYSK,1465.6759395606045
2019-11-16,2019-2020,Alsancak Yeşilova SK,1556.2038247623902
2019-11-16,2019-2020,Düzkaya KOSK,1376.4688458530964
2019-11-16,2019-2020,Gençlik Gücü TSK,1358.8593116862623
2019-11-16,2019-2020,Esentepe KSKK,1334.464415919722
2019-11-16,2019-2020,Dörtyol SK,1338.4985570947626
2019-11-16,2019-2020,Görneç KSK,1334.2576305851483
2019-11-16,2019-2020,Maraş GSK,1396.3161569370711
2019-11-16,2019-2020,Çanakkale TSK,1288.791232289405
2019-11-16,2019-2020,Ozanköy SK,1320.5446724936237
2019-11-17,2019-2020,Çetinkaya TSK,1367.1983046690398
2019-11-17,2019-2020,Doğan Türk Birliği,1535.1651439042942
2019-11-17,2019-2020,Mağusa Türk Gücü,1719.1960693350704
2019-11-17,2019-2020,Lefke TSK,1495.7782011731515
2019-11-17,2019-2020,Türk Ocağı Limasol SK,1618.6487581496638
2019-11-17,2019-2020,Yenicami AK,1735.7052650603796
2019-11-17,2019-2020,Cihangir GSK,1525.3228102348394
2019-11-17,2019-2020,Binatlı YSK,1359.83263102783
2019-11-17,2019-2020,Lapta Türk Birliği SK,1375.3156120509252
2019-11-17,2019-2020,Mesarya SK,1523.5076588365487
2019-11-17,2019-2020,Bostancı Bağcıl SK,1242.7265925601632
2019-11-17,2019-2020,Yalova SK,1480.9697441997505
2019-11-17,2019-2020,L. Gençler Birliği SK,1336.4158447139205
2019-11-17,2019-2020,Mormenekşe GBSK,1329.8914957440268
2019-11-17,2019-2020,Dumlupınar TSK,1502.2175470992172
2019-11-17,2019-2020,M. Karşıyaka ASK,1274.1584407442128
2019-11-22,2019-2020,Yenicami AK,1711.3708786661887
2019-11-22,2019-2020,Mağusa Türk Gücü,1743.5304557292613
2019-11-23,2019-2020,Doğan Türk Birliği,1551.4203187815224
2019-11-23,2019-2020,Baf Ülkü Yurdu,1513.0790373040256
2019-11-23,2019-2020,Hamitköy ŞHSK,1439.4291513782248
2019-11-23,2019-2020,Küçük Kaymaklı TSK,1481.151499889739
2019-11-23,2019-2020,Binatlı YSK,1390.1726625394817
2019-11-23,2019-2020,Türk Ocağı Limasol SK,1588.308726638012
2019-11-23,2019-2020,Dörtyol SK,1354.907388109652
2019-11-23,2019-2020,Girne Halk Evi SK,1319.0209984762619
2019-11-23,2019-2020,Mormenekşe GBSK,1350.8936799302166
2019-11-23,2019-2020,Bostancı Bağcıl SK,1221.7244083739733
2019-11-23,2019-2020,Ozanköy SK,1286.7546419517175
2019-11-23,2019-2020,L. Gençler Birliği SK,1370.2058752558266
2019-11-23,2019-2020,Dumlupınar TSK,1470.7020187218461
2019-11-23,2019-2020,Görneç KSK,1365.7731589625193
2019-11-24,2019-2020,Gönyeli SK,1389.934622645838
2019-11-24,2019-2020,Alsancak Yeşilova SK,1571.0598127636922
2019-11-24,2019-2020,Gençlik Gücü TSK,1332.5036645716486
2019-11-24,2019-2020,Cihangir GSK,1551.678457349453
2019-11-24,2019-2020,Düzkaya KOSK,1378.1461919732144
2019-11-24,2019-2020,Göçmenköy İYSK,1463.9985934404865
2019-11-24,2019-2020,Mesarya SK,1538.7457310536563
2019-11-24,2019-2020,Maraş GSK,1381.0780847199635
2019-11-24,2019-2020,Yalova SK,1470.3091170398409
2019-11-24,2019-2020,Esentepe KSKK,1345.1250430796315
2019-11-24,2019-2020,M. Karşıyaka ASK,1300.2632342735915
2019-11-24,2019-2020,Çanakkale TSK,1262.6864387600262
2019-11-25,2019-2020,Lefke TSK,1485.8764641518185
2019-11-25,2019-2020,Çetinkaya TSK,1377.1000416903728
2019-11-29,2019-2020,Göçmenköy İYSK,1476.642756330977
2019-11-29,2019-2020,Gönyeli SK,1377.2904597553477
2019-11-30,2019-2020,Küçük Kaymaklı TSK,1452.0379228892755
2019-11-30,2019-2020,Doğan Türk Birliği,1580.5338957819858
2019-11-30,2019-2020,Mağusa Türk Gücü,1726.9204953635171
2019-11-30,2019-2020,Binatlı YSK,1406.782622905226
2019-11-30,2019-2020,Cihangir GSK,1568.2225029054832
2019-11-30,2019-2020,Düzkaya KOSK,1361.6021464171843
2019-11-30,2019-2020,Lapta Türk Birliği SK,1338.493967592402
2019-11-30,2019-2020,Dörtyol SK,1391.7290325681752
2019-11-30,2019-2020,Görneç KSK,1345.1981456424355
2019-11-30,2019-2020,Mesarya SK,1559.3207443737401
2019-11-30,2019-2020,Bostancı Bağcıl SK,1262.3034949548155
2019-11-30,2019-2020,Ozanköy SK,1246.1755553708754
2019-11-30,2019-2020,L. Gençler Birliği SK,1363.0560781713584
2019-11-30,2019-2020,M. Karşıyaka ASK,1307.4130313580597
2019-12-01,2019-2020,Alsancak Yeşilova SK,1588.5007843618594
2019-12-01,2019-2020,Hamitköy ŞHSK,1421.9881797800576
2019-12-01,2019-2020,Baf Ülkü Yurdu,1475.7035888452667
2019-12-01,2019-2020,Lefke TSK,1523.2519126105774
2019-12-01,2019-2020,Çetinkaya TSK,1410.2615909941096
2019-12-01,2019-2020,Yenicami AK,1678.2093293624519
2019-12-01,2019-2020,Girne Halk Evi SK,1344.1582851404673
2019-12-01,2019-2020,Yalova SK,1445.1718303756354
2019-12-01,2019-2020,Esentepe KSKK,1342.028343666605
2019-12-01,2019-2020,Mormenekşe GBSK,1353.9903793432431
2019-12-01,2019-2020,Çanakkale TSK,1241.756172554983
2019-12-01,2019-2020,Dumlupınar TSK,1491.6322849268893
2019-12-02,2019-2020,Türk Ocağı Limasol SK,1573.8960720468758
2019-12-02,2019-2020,Gençlik Gücü TSK,1346.916319162785
2019-12-07,2019-2020,Doğan Türk Birliği,1597.5608236824594
2019-12-07,2019-2020,Alsancak Yeşilova SK,1571.4738564613858
2019-12-07,2019-2020,Yenicami AK,1665.4403358489503
2019-12-07,2019-2020,Baf Ülkü Yurdu,1488.4725823587682
2019-12-07,2019-2020,Binatlı YSK,1403.557412405481
2019-12-07,2019-2020,Çetinkaya TSK,1413.4868014938545
2019-12-07,2019-2020,Cihangir GSK,1585.9057773842899
2019-12-07,2019-2020,Göçmenköy İYSK,1458.9594818521703
2019-12-07,2019-2020,Yalova SK,1436.2511639704603
2019-12-07,2019-2020,Lapta Türk Birliği SK,1347.414633997577
2019-12-07,2019-2020,M. Karşıyaka ASK,1301.5405153385493
2019-12-07,2019-2020,Bostancı Bağcıl SK,1268.176010974326
2019-12-07,2019-2020,Dumlupınar TSK,1506.7799199026629
2019-12-07,2019-2020,L. Gençler Birliği SK,1347.9084431955848
2019-12-07,2019-2020,Çanakkale TSK,1244.2439424291013
2019-12-07,2019-2020,Görneç KSK,1342.7103757683174
2019-12-08,2019-2020,Hamitköy ŞHSK,1443.2119103668851
2019-12-08,2019-2020,Gönyeli SK,1356.0667291685202
2019-12-08,2019-2020,Lefke TSK,1496.0383674189668
2019-12-08,2019-2020,Küçük Kaymaklı TSK,1479.251468080886
2019-12-08,2019-2020,Gençlik Gücü TSK,1337.3400356831519
2019-12-08,2019-2020,Mağusa Türk Gücü,1736.4967788431502
2019-12-08,2019-2020,Düzkaya KOSK,1343.970101345278
2019-12-08,2019-2020,Türk Ocağı Limasol SK,1591.5281171187821
2019-12-08,2019-2020,Dörtyol SK,1355.7112588256891
2019-12-08,2019-2020,Maraş GSK,1417.0958584624495
2019-12-08,2019-2020,Mormenekşe GBSK,1330.0237918334783
2019-12-08,2019-2020,Girne Halk Evi SK,1368.1248726502322
2019-12-08,2019-2020,Ozanköy SK,1248.232113044654
2019-12-08,2019-2020,Esentepe KSKK,1339.9717859928264
2019-12-13,2019-2020,Baf Ülkü Yurdu,1500.5829021144104
2019-12-13,2019-2020,Binatlı YSK,1391.4470926498389
2019-12-14,2019-2020,Göçmenköy İYSK,1482.5206071218763
2019-12-14,2019-2020,Hamitköy ŞHSK,1419.650785097179
2019-12-14,2019-2020,Alsancak Yeşilova SK,1596.6258385515505
2019-12-14,2019-2020,Lefke TSK,1470.8863853288021
2019-12-14,2019-2020,Küçük Kaymaklı TSK,1526.4325260285395
2019-12-14,2019-2020,Yenicami AK,1618.2592779012969
2019-12-14,2019-2020,Mağusa Türk Gücü,1741.3142023681737
2019-12-14,2019-2020,Düzkaya KOSK,1339.1526778202544
2019-12-14,2019-2020,Mesarya SK,1546.5141891898013
2019-12-14,2019-2020,Dörtyol SK,1368.517814009628
2019-12-14,2019-2020,Lapta Türk Birliği SK,1323.031906309488
2019-12-14,2019-2020,Mormenekşe GBSK,1354.4065195215674
2019-12-14,2019-2020,Girne Halk Evi SK,1378.6052853106341
2019-12-14,2019-2020,Ozanköy SK,1237.751700384252
2019-12-14,2019-2020,Bostancı Bağcıl SK,1277.6381135846518
2019-12-14,2019-2020,Dumlupınar TSK,1497.317817292337
2019-12-15,2019-2020,Gönyeli SK,1340.4528196628237
2019-12-15,2019-2020,Doğan Türk Birliği,1613.1747331881559
2019-12-15,2019-2020,Çetinkaya TSK,1426.0275167303146
2019-12-15,2019-2020,Gençlik Gücü TSK,1324.7993204466918
2019-12-15,2019-2020,Türk Ocağı Limasol SK,1607.7948798422465
2019-12-15,2019-2020,Cihangir GSK,1569.6390146608255
2019-12-15,2019-2020,Maraş GSK,1443.5852021255057
2019-12-15,2019-2020,Yalova SK,1409.7618203074042
2019-12-15,2019-2020,Esentepe KSKK,1361.6928686840065
2019-12-15,2019-2020,M. Karşıyaka ASK,1279.8194326473692
2019-12-15,2019-2020,L. Gençler Birliği SK,1339.1272662371946
2019-12-15,2019-2020,Çanakkale TSK,1253.0251193874915
2019-12-21,2019-2020,Doğan Türk Birliği,1620.7170905271246
2019-12-21,2019-2020,Hamitköy ŞHSK,1412.1084277582104
2019-12-21,2019-2020,Lefke TSK,1485.913272726691
2019-12-21,2019-2020,Gönyeli SK,1325.4259322649348
2019-12-21,2019-2020,Yenicami AK,1593.6446864571706
2019-12-21,2019-2020,Alsancak Yeşilova SK,1621.2404299956768
2019-12-21,2019-2020,Cihangir GSK,1555.8549482064864
2019-12-21,2019-2020,Mağusa Türk Gücü,1755.0982688225129
2019-12-21,2019-2020,Yalova SK,1414.109545392477
2019-12-21,2019-2020,Mesarya SK,1542.1664641047284
2019-12-21,2019-2020,Ozanköy SK,1259.2043832511097
2019-12-21,2019-2020,Lapta Türk Birliği SK,1301.5792234426303
2019-12-21,2019-2020,Dumlupınar TSK,1467.113022145743
2019-12-21,2019-2020,Esentepe KSKK,1391.8976638306005
2019-12-21,2019-2020,L. Gençler Birliği SK,1364.2982093614146
2019-12-21,2019-2020,Görneç KSK,1317.5394326440974
2019-12-22,2019-2020,Binatlı YSK,1433.8858391986978
2019-12-22,2019-2020,Küçük Kaymaklı TSK,1483.9937794796806
2019-12-22,2019-2020,Gençlik Gücü TSK,1331.228115502129
2019-12-22,2019-2020,Baf Ülkü Yurdu,1494.1541070589733
2019-12-22,2019-2020,Düzkaya KOSK,1311.468620772124
2019-12-22,2019-2020,Çetinkaya TSK,1453.711573778445
2019-12-22,2019-2020,Türk Ocağı Limasol SK,1618.0374638461099
2019-12-22,2019-2020,Göçmenköy İYSK,1472.278023118013
2019-12-22,2019-2020,Mormenekşe GBSK,1320.0484985300807
2019-12-22,2019-2020,Maraş GSK,1477.9432231169924
2019-12-22,2019-2020,M. Karşıyaka ASK,1282.042896975376
2019-12-22,2019-2020,Girne Halk Evi SK,1376.3818209826275
2019-12-22,2019-2020,Çanakkale TSK,1250.9950944461266
2019-12-22,2019-2020,Bostancı Bağcıl SK,1279.6681385260167
2020-01-24,2019-2020,Türk Ocağı Limasol SK,1590.6755799627456
2020-01-24,2019-2020,Mağusa Türk Gücü,1782.4601527058771
2020-01-24,2019-2020,Göçmenköy İYSK,1449.753697782387
2020-01-24,2019-2020,Doğan Türk Birliği,1643.2414158627505
2020-01-25,2019-2020,Cihangir GSK,1547.1445902322728
2020-01-25,2019-2020,Çetinkaya TSK,1462.4219317526586
2020-01-25,2019-2020,Lefke TSK,1504.8988704423489
2020-01-25,2019-2020,Hamitköy ŞHSK,1393.1228300425526
2020-01-25,2019-2020,Gençlik Gücü TSK,1309.0530785412159
2020-01-25,2019-2020,Küçük Kaymaklı TSK,1506.1688164405937
2020-01-25,2019-2020,Çanakkale TSK,1224.0008888641369
2020-01-25,2019-2020,Esentepe KSKK,1418.8918694125903
2020-01-25,2019-2020,L. Gençler Birliği SK,1382.4844822505218
2020-01-25,2019-2020,Bostancı Bağcıl SK,1261.4818656369096
2020-01-25,2019-2020,Ozanköy SK,1287.7552577618783
2020-01-25,2019-2020,Maraş GSK,1449.3923486062238
2020-01-25,2019-2020,Mormenekşe GBSK,1328.7576712449595
2020-01-25,2019-2020,Mesarya SK,1533.4572913898496
2020-01-26,2019-2020,Yenicami AK,1603.4933331052157
2020-01-26,2019-2020,Gönyeli SK,1315.5772856168896
2020-01-26,2019-2020,Düzkaya KOSK,1351.6427351614934
2020-01-26,2019-2020,Baf Ülkü Yurdu,1453.979992669604
2020-01-26,2019-2020,Binatlı YSK,1414.41510707943
2020-01-26,2019-2020,Alsancak Yeşilova SK,1640.7111621149445
2020-01-26,2019-2020,Dumlupınar TSK,1424.8572768609783
2020-01-26,2019-2020,Girne Halk Evi SK,1418.637566267392
2020-01-26,2019-2020,M. Karşıyaka ASK,1308.5646942481383
2020-01-26,2019-2020,Lapta Türk Birliği SK,1275.057426169868
2020-01-26,2019-2020,Görneç KSK,1297.0202232164438
2020-01-26,2019-2020,Dörtyol SK,1389.0370234372815
2020-01-31,2019-2020,Çetinkaya TSK,1446.3011525284112
2020-01-31,2019-2020,Türk Ocağı Limasol SK,1606.796359186993
2020-01-31,2019-2020,Doğan Türk Birliği,1660.1813412402691
2020-01-31,2019-2020,Lefke TSK,1487.9589450648302
2020-02-01,2019-2020,Hamitköy ŞHSK,1435.3526170476637
2020-02-01,2019-2020,Yenicami AK,1561.2635461001046
2020-02-01,2019-2020,Baf Ülkü Yurdu,1422.3108207469854
2020-02-01,2019-2020,Cihangir GSK,1578.8137621548913
2020-02-01,2019-2020,Mağusa Türk Gücü,1788.1264949900358
2020-02-01,2019-2020,Göçmenköy İYSK,1444.0873554982284
2020-02-01,2019-2020,Esentepe KSKK,1380.7746576291288
2020-02-01,2019-2020,L. Gençler Birliği SK,1420.6016940339832
2020-02-01,2019-2020,Maraş GSK,1418.967728752898
2020-02-01,2019-2020,M. Karşıyaka ASK,1338.989314101464
2020-02-01,2019-2020,Lapta Türk Birliği SK,1252.6431961360445
2020-02-01,2019-2020,Dumlupınar TSK,1447.2715068948019
2020-02-02,2019-2020,Küçük Kaymaklı TSK,1515.181735378762
2020-02-02,2019-2020,Düzkaya KOSK,1342.6298162233252
2020-02-02,2019-2020,Gönyeli SK,1354.4735186380274
2020-02-02,2019-2020,Binatlı YSK,1375.5188740582923
2020-02-02,2019-2020,Alsancak Yeşilova SK,1646.408546725887
2020-02-02,2019-2020,Gençlik Gücü TSK,1303.3556939302734
2020-02-02,2019-2020,Mesarya SK,1543.7346987084816
2020-02-02,2019-2020,Ozanköy SK,1277.4778504432463
2020-02-02,2019-2020,Dörtyol SK,1387.0331820124588
2020-02-02,2019-2020,Yalova SK,1416.1133868172997
2020-02-02,2019-2020,Girne Halk Evi SK,1432.7061289349458
2020-02-02,2019-2020,Çanakkale TSK,1209.932326196583
2020-02-02,2019-2020,Bostancı Bağcıl SK,1260.0760624153177
2020-02-02,2019-2020,Görneç KSK,1298.4260264380357
2020-02-08,2019-2020,Gençlik Gücü TSK,1264.8972168985651
2020-02-08,2019-2020,Gönyeli SK,1392.9319956697354
2020-02-08,2019-2020,Mağusa Türk Gücü,1794.8798269334568
2020-02-08,2019-2020,Çetinkaya TSK,1439.5478205849902
2020-02-08,2019-2020,Düzkaya KOSK,1328.8193433038916
2020-02-08,2019-2020,Alsancak Yeşilova SK,1660.2190196453205
2020-02-08,2019-2020,Bostancı Bağcıl SK,1243.53503459271
2020-02-08,2019-2020,Esentepe KSKK,1397.3156854517365
2020-02-08,2019-2020,L. Gençler Birliği SK,1386.4920585686375
2020-02-08,2019-2020,Girne Halk Evi SK,1466.8157644002915
2020-02-08,2019-2020,Çanakkale TSK,1173.1920883161977
2020-02-08,2019-2020,Lapta Türk Birliği SK,1289.3834340164299
2020-02-08,2019-2020,Görneç KSK,1301.7165946211235
2020-02-08,2019-2020,Yalova SK,1412.822818634212
2020-02-09,2019-2020,Binatlı YSK,1395.5093035361658
2020-02-09,2019-2020,Hamitköy ŞHSK,1415.3621875697902
2020-02-09,2019-2020,Cihangir GSK,1591.9828434053804
2020-02-09,2019-2020,Küçük Kaymaklı TSK,1502.0126541282727
2020-02-09,2019-2020,Türk Ocağı Limasol SK,1618.5952937360491
2020-02-09,2019-2020,Baf Ülkü Yurdu,1410.5118861979292
2020-02-09,2019-2020,Göçmenköy İYSK,1412.6957160823986
2020-02-09,2019-2020,Lefke TSK,1519.35058448066
2020-02-09,2019-2020,Mormenekşe GBSK,1308.6584024801627
2020-02-09,2019-2020,Dörtyol SK,1407.1324507772556
2020-02-09,2019-2020,Dumlupınar TSK,1469.8067897224698
2020-02-09,2019-2020,Maraş GSK,1396.43244592523
2020-02-09,2019-2020,M. Karşıyaka ASK,1326.8707400742849
2020-02-09,2019-2020,Mesarya SK,1555.8532727356608
2020-02-10,2019-2020,Yenicami AK,1602.94660614537
2020-02-10,2019-2020,Doğan Türk Birliği,1618.4982811950038
2020-02-14,2019-2020,Çetinkaya TSK,1414.6498148580945
2020-02-14,2019-2020,Göçmenköy İYSK,1437.5937218092943
2020-02-15,2019-2020,Baf Ülkü Yurdu,1402.4800071120799
2020-02-15,2019-2020,Mağusa Türk Gücü,1802.9117060193062
2020-02-15,2019-2020,Küçük Kaymaklı TSK,1505.2413187287043
2020-02-15,2019-2020,Türk Ocağı Limasol SK,1615.3666291356176
2020-02-15,2019-2020,Gönyeli SK,1419.2213021388834
2020-02-15,2019-2020,Düzkaya KOSK,1302.5300368347437
2020-02-15,2019-2020,Alsancak Yeşilova SK,1673.155050626748
2020-02-15,2019-2020,Cihangir GSK,1579.0468124239528
2020-02-15,2019-2020,Dörtyol SK,1429.748625893092
2020-02-15,2019-2020,Ozanköy SK,1254.86167532741
2020-02-15,2019-2020,Girne Halk Evi SK,1453.365171615009
2020-02-15,2019-2020,Bostancı Bağcıl SK,1256.9856273779924
2020-02-15,2019-2020,Mesarya SK,1547.9086739970976
2020-02-15,2019-2020,Dumlupınar TSK,1477.751388461033
2020-02-16,2019-2020,Lefke TSK,1486.723954945914
2020-02-16,2019-2020,Yenicami AK,1635.5732356801159
2020-02-16,2019-2020,Doğan Türk Birliği,1628.3361975149335
2020-02-16,2019-2020,Binatlı YSK,1385.671387216236
2020-02-16,2019-2020,Hamitköy ŞHSK,1424.5393788609288
2020-02-16,2019-2020,Gençlik Gücü TSK,1255.7200256074266
2020-02-16,2019-2020,Yalova SK,1424.0184264196657
2020-02-16,2019-2020,Mormenekşe GBSK,1297.462794694709
2020-02-16,2019-2020,Lapta Türk Birliği SK,1258.1075357807636
2020-02-16,2019-2020,L. Gençler Birliği SK,1417.7679568043038
2020-02-16,2019-2020,Maraş GSK,1382.983126109035
2020-02-16,2019-2020,Çanakkale TSK,1186.6414081323926
2020-02-16,2019-2020,Esentepe KSKK,1388.9130804090003
2020-02-16,2019-2020,Görneç KSK,1310.1191996638597
2020-02-21,2019-2020,Gençlik Gücü TSK,1290.0438565209092
2020-02-21,2019-2020,Doğan Türk Birliği,1594.0123666014508
2020-02-22,2019-2020,Göçmenköy İYSK,1415.8061020114255
2020-02-22,2019-2020,Yenicami AK,1657.3608554779846
2020-02-22,2019-2020,Cihangir GSK,1524.4498038094077
2020-02-22,2019-2020,Gönyeli SK,1473.8183107534285
2020-02-22,2019-2020,Düzkaya KOSK,1326.0621567091193
2020-02-22,2019-2020,Hamitköy ŞHSK,1401.007258986553
2020-02-22,2019-2020,Mağusa Türk Gücü,1811.9640691345314
2020-02-22,2019-2020,Küçük Kaymaklı TSK,1496.188955613479
2020-02-22,2019-2020,Bostancı Bağcıl SK,1253.6284084979497
2020-02-22,2019-2020,Lapta Türk Birliği SK,1261.4647546608062
2020-02-22,2019-2020,Ozanköy SK,1233.9886816113662
2020-02-22,2019-2020,Yalova SK,1444.8914201357095
2020-02-22,2019-2020,Görneç KSK,1273.93542258641
2020-02-22,2019-2020,Mormenekşe GBSK,1333.6465717721587
2020-02-22,2019-2020,M. Karşıyaka ASK,1329.326534460313
2020-02-22,2019-2020,Dörtyol SK,1427.2928315070637
2020-02-23,2019-2020,Çetinkaya TSK,1438.5062803747642
2020-02-23,2019-2020,Baf Ülkü Yurdu,1378.6235415954102
2020-02-23,2019-2020,Türk Ocağı Limasol SK,1645.1756686757767
2020-02-23,2019-2020,Alsancak Yeşilova SK,1643.346011086589
2020-02-23,2019-2020,Binatlı YSK,1359.1997457310904
2020-02-23,2019-2020,Lefke TSK,1513.1955964310598
2020-02-23,2019-2020,Esentepe KSKK,1389.1693493535852
2020-02-23,2019-2020,Girne Halk Evi SK,1453.1089026704242
2020-02-23,2019-2020,L. Gençler Birliği SK,1412.4431550670915
2020-02-23,2019-2020,Maraş GSK,1388.3079278462474
2020-02-23,2019-2020,Çanakkale TSK,1200.6395348303197
2020-02-23,2019-2020,Mesarya SK,1533.9105472991705
2020-02-29,2019-2020,Doğan Türk Birliği,1599.2720357399567
2020-02-29,2019-2020,Düzkaya KOSK,1320.8024875706135
2020-02-29,2019-2020,Yenicami AK,1621.8757105041675
2020-02-29,2019-2020,Binatlı YSK,1394.6848907049075
2020-02-29,2019-2020,Lefke TSK,1523.025809038197
2020-02-29,2019-2020,Gençlik Gücü TSK,1280.213643913772
2020-02-29,2019-2020,Maraş GSK,1378.1434430435252
2020-02-29,2019-2020,Bostancı Bağcıl SK,1263.792893300672
2020-02-29,2019-2020,Mesarya SK,1544.3210039879061
2020-02-29,2019-2020,L. Gençler Birliği SK,1402.032698378356
2020-02-29,2019-2020,Dörtyol SK,1406.7437199314625
2020-02-29,2019-2020,Dumlupınar TSK,1498.3005000366343
2020-03-01,2019-2020,Alsancak Yeşilova SK,1629.4025292149038
2020-03-01,2019-2020,Mağusa Türk Gücü,1825.9075510062166
2020-03-01,2019-2020,Gönyeli SK,1500.0177111204684
2020-03-01,2019-2020,Türk Ocağı Limasol SK,1618.9762683087367
2020-03-01,2019-2020,Küçük Kaymaklı TSK,1516.3989845463818
2020-03-01,2019-2020,Çetinkaya TSK,1418.2962514418614
2020-03-01,2019-2020,Hamitköy ŞHSK,1404.619248802256
2020-03-01,2019-2020,Cihangir GSK,1520.837813993705
2020-03-01,2019-2020,Baf Ülkü Yurdu,1377.3119493048189
2020-03-01,2019-2020,Göçmenköy İYSK,1417.1176943020168
2020-03-01,2019-2020,Lapta Türk Birliği SK,1245.3135491225692
2020-03-01,2019-2020,Esentepe KSKK,1405.3205548918222
2020-03-01,2019-2020,Mormenekşe GBSK,1355.03270983717
2020-03-01,2019-2020,Ozanköy SK,1212.602543546355
2020-03-01,2019-2020,Girne Halk Evi SK,1468.2232413515296
2020-03-01,2019-2020,Görneç KSK,1258.8210839053045
2020-03-01,2019-2020,Yalova SK,1455.5656619116314
2020-03-01,2019-2020,M. Karşıyaka ASK,1318.652292684391
2020-03-06,2019-2020,Türk Ocağı Limasol SK,1605.811906867287
2020-03-06,2019-2020,Hamitköy ŞHSK,1417.7836102437057
2020-03-06,2019-2020,Çetinkaya TSK,1426.4847281058621
2020-03-06,2019-2020,Alsancak Yeşilova SK,1621.214052550903
2020-03-07,2019-2020,Mağusa Türk Gücü,1832.7569560150446
2020-03-07,2019-2020,Gönyeli SK,1493.1683061116405
2020-03-07,2019-2020,Cihangir GSK,1521.8979784457536
2020-03-07,2019-2020,Doğan Türk Birliği,1598.211871287908
2020-03-07,2019-2020,Göçmenköy İYSK,1380.1304937648756
2020-03-07,2019-2020,Binatlı YSK,1431.6720912420487
2020-03-07,2019-2020,M. Karşıyaka ASK,1317.294730942078
2020-03-07,2019-2020,Mormenekşe GBSK,1356.390271579483
2020-03-07,2019-2020,Çanakkale TSK,1182.5606288793053
2020-03-07,2019-2020,Dörtyol SK,1424.8226258824768
2020-03-07,2019-2020,Esentepe KSKK,1367.9471720952683
2020-03-07,2019-2020,Maraş GSK,1415.516825840079
2020-03-08,2019-2020,Gençlik Gücü TSK,1293.613042854063
2020-03-08,2019-2020,Yenicami AK,1608.4763115638766
2020-03-08,2019-2020,Baf Ülkü Yurdu,1401.787528860519
2020-03-08,2019-2020,Küçük Kaymaklı TSK,1491.9234049906818
2020-03-08,2019-2020,Düzkaya KOSK,1348.5609278387858
2020-03-08,2019-2020,Lefke TSK,1495.2673687700246
2020-03-08,2019-2020,Girne Halk Evi SK,1478.0649120938301
2020-03-08,2019-2020,Lapta Türk Birliği SK,1235.4718783802687
2020-03-08,2019-2020,Görneç KSK,1290.4767915259124
2020-03-08,2019-2020,Ozanköy SK,1180.946835925747
2020-03-08,2019-2020,Dumlupınar TSK,1512.5531462555841
2020-03-08,2019-2020,Yalova SK,1441.3130156926816
2020-03-08,2019-2020,Bostancı Bağcıl SK,1250.6319300025268
2020-03-08,2019-2020,Mesarya SK,1557.4819672860513
2020-06-18,2019-2020,Doğan Türk Birliği,1623.7212913640385
2020-06-18,2019-2020,Türk Ocağı Limasol SK,1580.3024867911565
2020-06-18,2019-2020,Binatlı YSK,1421.364027868424
2020-06-18,2019-2020,Gençlik Gücü TSK,1303.9211062276877
2020-06-19,2019-2020,Hamitköy ŞHSK,1409.7530768299662
2020-06-19,2019-2020,Mağusa Türk Gücü,1840.787489428784
2020-06-19,2019-2020,Yenicami AK,1618.7411430384568
2020-06-19,2019-2020,Düzkaya KOSK,1338.2960963642056
2020-06-20,2019-2020,Gönyeli SK,1466.182685549328
2020-06-20,2019-2020,Çetinkaya TSK,1453.4703486681747
2020-06-20,2019-2020,Alsancak Yeşilova SK,1627.8858849419094
2020-06-20,2019-2020,Baf Ülkü Yurdu,1395.1156964695126
2020-06-20,2019-2020,Küçük Kaymaklı TSK,1482.7684270384925
2020-06-20,2019-2020,Göçmenköy İYSK,1389.2854717170649
2020-06-20,2019-2020,Mesarya SK,1570.928798568702
2020-06-20,2019-2020,Esentepe KSKK,1354.5003408126177
2020-06-20,2019-2020,Maraş GSK,1415.6635028458911
2020-06-20,2019-2020,Girne Halk Evi SK,1477.918235088018
2020-06-20,2019-2020,Dörtyol SK,1381.6368756309698
