date,sezon,takim,elo
2014-04-05,2013-2014,Binatlı YSK,1283.66993574247
2014-04-05,2013-2014,Türk Ocağı Limasol SK,1476.596283138521
2014-04-05,2013-2014,Esentepe KSKK,1483.6112009116705
2014-04-05,2013-2014,Lapta Türk Birliği SK,1448.044187912587
2014-04-05,2013-2014,Düzkaya KOSK,1281.3318975190055
2014-04-05,2013-2014,L. Gençler Birliği SK,1395.2617259309607
2014-04-05,2013-2014,Gönyeli SK,1520.6127069360023
2014-04-05,2013-2014,Değirmenlik SK,1299.1179320841977
2014-04-06,2013-2014,Türkmenköy ASK,1219.8932165498948
2014-04-06,2013-2014,Baf Ülkü Yurdu,1330.0156977824327
2014-04-06,2013-2014,Dumlupınar TSK,1351.6429895106935
2014-04-06,2013-2014,Göçmenköy İYSK,1314.8078996713068
2014-04-06,2013-2014,Ozanköy SK,1252.9656323851236
2014-04-06,2013-2014,Akıncılar GSK,1329.01841109639
2014-04-12,2013-2014,Hamitköy ŞHSK,1389.9570326079381
2014-04-12,2013-2014,Yalova SK,1315.4821327805453
2014-04-12,2013-2014,Doğan Türk Birliği,1492.5914350853916
2014-04-12,2013-2014,Mormenekşe GBSK,1462.6000002779044
2014-04-12,2013-2014,Serdarlı GB,1509.275802607655
2014-04-12,2013-2014,Lefke TSK,1640.0976614535273
2014-04-12,2013-2014,Yeniboğaziçi DSK,1287.2072155343021
2014-04-12,2013-2014,Küçük Kaymaklı TSK,1724.1798304650767
2014-04-12,2013-2014,Gençlik Gücü TSK,1136.8945895900383
2014-04-12,2013-2014,Bostancı Bağcıl SK,1461.5131033588814
2014-04-12,2013-2014,Yenicami AK,1770.631940661495
2014-04-12,2013-2014,Cihangir GSK,1523.5777127606316
2014-04-12,2013-2014,Mağusa Türk Gücü,1483.5497195167693
2014-04-12,2013-2014,Çetinkaya TSK,1555.2272255304342
2014-04-12,2013-2014,Türk Ocağı Limasol SK,1506.2996648348294
2014-04-12,2013-2014,Esentepe KSKK,1453.907819215362
2014-04-12,2013-2014,Lapta Türk Birliği SK,1460.8430588847925
2014-04-12,2013-2014,Düzkaya KOSK,1268.5330265467999
2014-04-13,2013-2014,Değirmenlik SK,1278.6877061794225
2014-04-13,2013-2014,Dumlupınar TSK,1372.0732154154687
2014-04-13,2013-2014,Baf Ülkü Yurdu,1305.7527649990795
2014-04-13,2013-2014,Göçmenköy İYSK,1339.07083245466
2014-04-13,2013-2014,Türkmenköy ASK,1220.110613420052
2014-04-13,2013-2014,Binatlı YSK,1283.4525388723127
2014-04-13,2013-2014,L. Gençler Birliği SK,1409.5326524093985
2014-04-13,2013-2014,Ozanköy SK,1238.6947059066858
2014-04-13,2013-2014,Akıncılar GSK,1356.2509930328683
2014-04-13,2013-2014,Gönyeli SK,1493.380124999524
2014-04-19,2013-2014,Küçük Kaymaklı TSK,1743.4003462735652
2014-04-19,2013-2014,Yenicami AK,1751.4114248530066
2014-04-19,2013-2014,Lefke TSK,1603.4960575917528
2014-04-19,2013-2014,Yeniboğaziçi DSK,1323.8088193960766
2014-04-19,2013-2014,Cihangir GSK,1485.8961316085606
2014-04-19,2013-2014,Doğan Türk Birliği,1530.2730162374626
2014-04-19,2013-2014,Mormenekşe GBSK,1460.3615036522283
2014-04-19,2013-2014,Mağusa Türk Gücü,1485.7882161424454
2014-04-19,2013-2014,Çetinkaya TSK,1563.8156614483569
2014-04-19,2013-2014,Hamitköy ŞHSK,1381.3685966900155
2014-04-19,2013-2014,Yalova SK,1330.6372183364854
2014-04-19,2013-2014,Gençlik Gücü TSK,1121.7395040340982
2014-04-19,2013-2014,Bostancı Bağcıl SK,1480.8089588587125
2014-04-19,2013-2014,Serdarlı GB,1489.9799471078238
2014-04-20,2013-2014,Düzkaya KOSK,1297.9576772568053
2014-04-20,2013-2014,Türk Ocağı Limasol SK,1476.875014124824
2014-04-20,2013-2014,Esentepe KSKK,1467.1349923275927
2014-04-20,2013-2014,Türkmenköy ASK,1206.8834403078213
2014-04-20,2013-2014,Ozanköy SK,1288.9382387606265
2014-04-20,2013-2014,Lapta Türk Birliği SK,1410.5995260308518
2014-04-20,2013-2014,Binatlı YSK,1281.2908428184892
2014-04-20,2013-2014,Baf Ülkü Yurdu,1307.914461052903
2014-04-20,2013-2014,Dumlupınar TSK,1367.7765331557257
2014-04-20,2013-2014,Akıncılar GSK,1360.5476752926113
2014-04-20,2013-2014,Gönyeli SK,1485.5424046734088
2014-04-20,2013-2014,L. Gençler Birliği SK,1417.3703727355137
2014-04-20,2013-2014,Göçmenköy İYSK,1312.4056431670156
2014-04-20,2013-2014,Değirmenlik SK,1305.352895467067
2014-09-27,2014-2015,Mormenekşe GBSK,1436.7385530854256
2014-09-27,2014-2015,Yeniboğaziçi DSK,1351.7700423243473
2014-09-27,2014-2015,Lapta Türk Birliği SK,1389.7727826597977
2014-09-27,2014-2015,Yenicami AK,1682.1162836266406
2014-09-27,2014-2015,Serdarlı GB,1465.9652868360583
2014-09-27,2014-2015,Doğan Türk Birliği,1499.6052887964508
2014-09-27,2014-2015,Çetinkaya TSK,1474.1453741147836
2014-09-27,2014-2015,Lefke TSK,1601.7192682888428
2014-09-27,2014-2015,Hamitköy ŞHSK,1359.724755726238
2014-09-27,2014-2015,Değirmenlik SK,1355.697216515118
2014-09-27,2014-2015,Geçitkale GSK,1370.8020565241088
2014-09-27,2014-2015,Binatlı YSK,1362.0819873489006
2014-09-27,2014-2015,Yalova SK,1347.6022275073437
2014-09-27,2014-2015,Denizli SK,1398.8974386653194
2014-09-27,2014-2015,Türk Ocağı Limasol SK,1480.8362551103428
2014-09-27,2014-2015,Dumlupınar TSK,1353.0332584736138
2014-09-28,2014-2015,Küçük Kaymaklı TSK,1665.2941422329136
2014-09-28,2014-2015,Mağusa Türk Gücü,1456.9781327026387
2014-09-28,2014-2015,Gönyeli SK,1438.159713188487
2014-09-28,2014-2015,L. Gençler Birliği SK,1439.405722991749
2014-09-28,2014-2015,Cihangir GSK,1460.9797774019764
2014-09-28,2014-2015,Bostancı Bağcıl SK,1464.4298935720228
2014-09-28,2014-2015,Düzkaya KOSK,1320.8473154472865
2014-09-28,2014-2015,Göçmenköy İYSK,1337.3060279941235
2014-09-28,2014-2015,Görneç KSK,1359.8355657083716
2014-09-28,2014-2015,Esentepe KSKK,1469.8879813923554
2014-09-28,2014-2015,Gençlik Gücü TSK,1231.3947001164672
2014-09-28,2014-2015,Akıncılar GSK,1330.7015375021092
2014-10-05,2014-2015,Lefke TSK,1611.4437785727732
2014-10-05,2014-2015,Bostancı Bağcıl SK,1454.7053832880924
2014-10-05,2014-2015,L. Gençler Birliği SK,1433.2961880323921
2014-10-05,2014-2015,Lapta Türk Birliği SK,1395.8823176191545
2014-10-05,2014-2015,Mağusa Türk Gücü,1432.4395767404155
2014-10-05,2014-2015,Mormenekşe GBSK,1461.2771090476488
2014-10-05,2014-2015,Küçük Kaymaklı TSK,1672.463679030775
2014-10-05,2014-2015,Cihangir GSK,1453.810240604115
2014-10-05,2014-2015,Akıncılar GSK,1328.2331900784272
2014-10-05,2014-2015,Yalova SK,1350.0705749310257
2014-10-05,2014-2015,Esentepe KSKK,1480.5346117672539
2014-10-05,2014-2015,Gençlik Gücü TSK,1220.7480697415688
2014-10-05,2014-2015,Göçmenköy İYSK,1370.7773109347138
2014-10-05,2014-2015,Görneç KSK,1326.3642827677813
2014-10-06,2014-2015,Doğan Türk Birliği,1514.7826910120157
2014-10-06,2014-2015,Çetinkaya TSK,1458.9679718992188
2014-10-06,2014-2015,Yenicami AK,1692.2822476691235
2014-10-06,2014-2015,Serdarlı GB,1455.7993227935754
2014-10-06,2014-2015,Yeniboğaziçi DSK,1353.2862392407396
2014-10-06,2014-2015,Gönyeli SK,1436.6435162720948
2014-10-06,2014-2015,Denizli SK,1420.0291594411583
2014-10-06,2014-2015,Dumlupınar TSK,1331.901537697775
2014-10-06,2014-2015,Binatlı YSK,1383.5799413335492
2014-10-06,2014-2015,Düzkaya KOSK,1299.349361462638
2014-10-06,2014-2015,Değirmenlik SK,1381.8420898804247
2014-10-06,2014-2015,Geçitkale GSK,1344.6571831588021
2014-10-06,2014-2015,Hamitköy ŞHSK,1334.947793455547
2014-10-06,2014-2015,Türk Ocağı Limasol SK,1505.6132173810338
2014-10-11,2014-2015,Lapta Türk Birliği SK,1370.1422927100466
2014-10-11,2014-2015,Yeniboğaziçi DSK,1379.0262641498475
2014-10-11,2014-2015,Serdarlı GB,1471.137360313203
2014-10-11,2014-2015,L. Gençler Birliği SK,1417.9581505127644
2014-10-11,2014-2015,Dumlupınar TSK,1362.6054827502032
2014-10-11,2014-2015,Akıncılar GSK,1297.529245025999
2014-10-11,2014-2015,Düzkaya KOSK,1280.6423411284964
2014-10-11,2014-2015,Değirmenlik SK,1400.5491102145663
2014-10-11,2014-2015,Yalova SK,1354.0720964485397
2014-10-11,2014-2015,Esentepe KSKK,1476.5330902497399
2014-10-11,2014-2015,Türk Ocağı Limasol SK,1523.7299655724153
2014-10-11,2014-2015,Denizli SK,1401.9124112497768
2014-10-12,2014-2015,Bostancı Bağcıl SK,1434.709833478336
2014-10-12,2014-2015,Doğan Türk Birliği,1534.7782408217722
2014-10-12,2014-2015,Mormenekşe GBSK,1469.4694325641956
2014-10-12,2014-2015,Küçük Kaymaklı TSK,1664.2713555142282
2014-10-12,2014-2015,Gönyeli SK,1412.9891434433748
2014-10-12,2014-2015,Mağusa Türk Gücü,1456.0939495691355
2014-10-12,2014-2015,Cihangir GSK,1432.0254816666716
2014-10-12,2014-2015,Lefke TSK,1633.2285375102167
2014-10-12,2014-2015,Geçitkale GSK,1299.7325554718177
2014-10-12,2014-2015,Hamitköy ŞHSK,1379.8724211425315
2014-10-12,2014-2015,Görneç KSK,1346.204006621944
2014-10-12,2014-2015,Binatlı YSK,1363.7402174793865
2014-10-12,2014-2015,Gençlik Gücü TSK,1205.8176081499475
2014-10-12,2014-2015,Göçmenköy İYSK,1385.707772526335
2014-10-14,2014-2015,Çetinkaya TSK,1442.8040701426708
2014-10-14,2014-2015,Yenicami AK,1708.4461494256716
2014-10-18,2014-2015,Doğan Türk Birliği,1556.9826256901802
2014-10-18,2014-2015,Lefke TSK,1611.0241526418088
2014-10-18,2014-2015,Mağusa Türk Gücü,1478.7064478171092
2014-10-18,2014-2015,Lapta Türk Birliği SK,1347.529794462073
2014-10-18,2014-2015,Küçük Kaymaklı TSK,1672.841865877999
2014-10-18,2014-2015,Gönyeli SK,1404.418633079604
2014-10-18,2014-2015,Mormenekşe GBSK,1491.2693364356044
2014-10-18,2014-2015,Cihangir GSK,1410.2255777952628
2014-10-18,2014-2015,Göçmenköy İYSK,1347.9738192851146
2014-10-18,2014-2015,Yalova SK,1391.8060496897601
2014-10-18,2014-2015,Hamitköy ŞHSK,1399.8679744446517
2014-10-18,2014-2015,Düzkaya KOSK,1260.646787826376
2014-10-18,2014-2015,Geçitkale GSK,1282.927515461039
2014-10-18,2014-2015,Türk Ocağı Limasol SK,1540.5350055831939
2014-10-19,2014-2015,Yenicami AK,1713.5555262784032
2014-10-19,2014-2015,Bostancı Bağcıl SK,1429.6004566256042
2014-10-19,2014-2015,L. Gençler Birliği SK,1453.9246426862474
2014-10-19,2014-2015,Çetinkaya TSK,1406.8375779691878
2014-10-19,2014-2015,Yeniboğaziçi DSK,1380.8694821384095
2014-10-19,2014-2015,Serdarlı GB,1469.2941423246411
2014-10-19,2014-2015,Akıncılar GSK,1280.0703379426984
2014-10-19,2014-2015,Denizli SK,1419.3713183330774
2014-10-19,2014-2015,Esentepe KSKK,1487.281251112997
2014-10-19,2014-2015,Dumlupınar TSK,1351.857321886946
2014-10-19,2014-2015,Binatlı YSK,1381.4944945117668
2014-10-19,2014-2015,Gençlik Gücü TSK,1188.0633311175673
2014-10-19,2014-2015,Değirmenlik SK,1374.1946633842476
2014-10-19,2014-2015,Görneç KSK,1372.5584534522627
2014-10-25,2014-2015,Bostancı Bağcıl SK,1427.5539792239176
2014-10-25,2014-2015,L. Gençler Birliği SK,1455.971120087934
2014-10-25,2014-2015,Lapta Türk Birliği SK,1335.0421393336453
2014-10-25,2014-2015,Küçük Kaymaklı TSK,1685.3295210064266
2014-10-25,2014-2015,Çetinkaya TSK,1401.9874375504373
2014-10-25,2014-2015,Yeniboğaziçi DSK,1385.71962255716
2014-10-25,2014-2015,Cihangir GSK,1381.8996934219133
2014-10-25,2014-2015,Doğan Türk Birliği,1585.3085100635296
2014-10-25,2014-2015,Dumlupınar TSK,1316.4025121411119
2014-10-25,2014-2015,Göçmenköy İYSK,1383.4286290309487
2014-10-25,2014-2015,Denizli SK,1419.8265720129173
2014-10-25,2014-2015,Esentepe KSKK,1486.8259974331572
2014-10-25,2014-2015,Düzkaya KOSK,1291.8618784498585
2014-10-25,2014-2015,Geçitkale GSK,1251.7124248375567
2014-10-25,2014-2015,Görneç KSK,1370.6821718975252
2014-10-25,2014-2015,Hamitköy ŞHSK,1401.7442559993892
2014-10-26,2014-2015,Lefke TSK,1584.6783714716366
2014-10-26,2014-2015,Yenicami AK,1739.9013074485754
2014-10-26,2014-2015,Gönyeli SK,1372.1181496305499
2014-10-26,2014-2015,Mormenekşe GBSK,1523.5698198846585
2014-10-26,2014-2015,Serdarlı GB,1466.4024863391394
2014-10-26,2014-2015,Mağusa Türk Gücü,1481.598103802611
2014-10-26,2014-2015,Gençlik Gücü TSK,1175.0210246489453
2014-10-26,2014-2015,Değirmenlik SK,1387.2369698528696
2014-10-26,2014-2015,Yalova SK,1355.8164077936385
2014-10-26,2014-2015,Binatlı YSK,1417.4841364078884
2014-10-26,2014-2015,Türk Ocağı Limasol SK,1545.9946584324102
2014-10-26,2014-2015,Akıncılar GSK,1274.610685093482
2014-11-01,2014-2015,Yenicami AK,1753.4166640789613
2014-11-01,2014-2015,Doğan Türk Birliği,1571.7931534331437
2014-11-01,2014-2015,L. Gençler Birliği SK,1431.8276354273687
2014-11-01,2014-2015,Lefke TSK,1608.821856132202
2014-11-01,2014-2015,Gönyeli SK,1369.2473075806342
2014-11-01,2014-2015,Cihangir GSK,1384.770535471829
2014-11-01,2014-2015,Mormenekşe GBSK,1535.149755855079
2014-11-01,2014-2015,Lapta Türk Birliği SK,1323.4622033632247
2014-11-01,2014-2015,Esentepe KSKK,1503.227260241128
2014-11-01,2014-2015,Akıncılar GSK,1258.2094222855112
2014-11-01,2014-2015,Değirmenlik SK,1415.091206733381
2014-11-01,2014-2015,Yalova SK,1327.9621709131272
2014-11-01,2014-2015,Hamitköy ŞHSK,1411.4066450751573
2014-11-01,2014-2015,Gençlik Gücü TSK,1165.3586355731773
2014-11-01,2014-2015,Düzkaya KOSK,1282.0030009206796
2014-11-01,2014-2015,Türk Ocağı Limasol SK,1555.8535359615892
2014-11-02,2014-2015,Mağusa Türk Gücü,1473.9677992348647
2014-11-02,2014-2015,Çetinkaya TSK,1409.6177421181835
2014-11-02,2014-2015,Yeniboğaziçi DSK,1404.6748759077202
2014-11-02,2014-2015,Bostancı Bağcıl SK,1408.5987258733574
2014-11-02,2014-2015,Küçük Kaymaklı TSK,1692.0173524475285
2014-11-02,2014-2015,Serdarlı GB,1459.7146548980375
2014-11-02,2014-2015,Göçmenköy İYSK,1411.3937927519353
2014-11-02,2014-2015,Denizli SK,1391.8614082919307
2014-11-02,2014-2015,Binatlı YSK,1434.492987830681
2014-11-02,2014-2015,Dumlupınar TSK,1299.3936607183193
2014-11-02,2014-2015,Geçitkale GSK,1255.0747709364005
2014-11-02,2014-2015,Görneç KSK,1367.3198257986814
2014-11-08,2014-2015,Bostancı Bağcıl SK,1439.0622920334422
2014-11-08,2014-2015,Mağusa Türk Gücü,1443.50423307478
2014-11-08,2014-2015,Doğan Türk Birliği,1507.2177445019488
2014-11-08,2014-2015,L. Gençler Birliği SK,1496.4030443585636
2014-11-08,2014-2015,Serdarlı GB,1480.6025866534078
2014-11-08,2014-2015,Mormenekşe GBSK,1514.2618240997087
2014-11-08,2014-2015,Çetinkaya TSK,1391.1293740675258
2014-11-08,2014-2015,Küçük Kaymaklı TSK,1710.5057204981863
2014-11-08,2014-2015,Denizli SK,1410.8624336592252
2014-11-08,2014-2015,Binatlı YSK,1415.4919624633865
2014-11-08,2014-2015,Akıncılar GSK,1243.448520137863
2014-11-08,2014-2015,Göçmenköy İYSK,1426.1546948995835
2014-11-09,2014-2015,Lefke TSK,1575.9970646338807
2014-11-09,2014-2015,Yeniboğaziçi DSK,1437.4996674060415
2014-11-09,2014-2015,Lapta Türk Birliği SK,1322.6443844595335
2014-11-09,2014-2015,Gönyeli SK,1370.0651264843254
2014-11-09,2014-2015,Cihangir GSK,1373.9172955332094
2014-11-09,2014-2015,Yenicami AK,1764.2699040175808
2014-11-09,2014-2015,Dumlupınar TSK,1334.1621937237194
2014-11-09,2014-2015,Değirmenlik SK,1380.3226737279808
2014-11-09,2014-2015,Görneç KSK,1318.4787356005081
2014-11-09,2014-2015,Düzkaya KOSK,1330.844091118853
2014-11-09,2014-2015,Gençlik Gücü TSK,1167.0650747830114
2014-11-09,2014-2015,Geçitkale GSK,1253.3683317265663
2014-11-09,2014-2015,Yalova SK,1309.3096986900628
2014-11-09,2014-2015,Hamitköy ŞHSK,1430.0591172982217
2014-11-09,2014-2015,Türk Ocağı Limasol SK,1569.5881840160366
2014-11-09,2014-2015,Esentepe KSKK,1489.4926121866806
2014-11-15,2014-2015,L. Gençler Birliği SK,1487.1196619303616
2014-11-15,2014-2015,Yenicami AK,1773.5532864457828
2014-11-15,2014-2015,Yeniboğaziçi DSK,1468.338574868338
2014-11-15,2014-2015,Doğan Türk Birliği,1476.3788370396524
2014-11-15,2014-2015,Mağusa Türk Gücü,1427.6177342774056
2014-11-15,2014-2015,Lefke TSK,1591.883563431255
2014-11-15,2014-2015,Gönyeli SK,1344.3983634659771
2014-11-15,2014-2015,Serdarlı GB,1506.2693496717561
2014-11-15,2014-2015,Binatlı YSK,1423.8203597683369
2014-11-15,2014-2015,Akıncılar GSK,1235.1201228329126
2014-11-15,2014-2015,Değirmenlik SK,1398.6308587160102
2014-11-15,2014-2015,Denizli SK,1392.5542486711959
2014-11-15,2014-2015,Hamitköy ŞHSK,1401.6423988999527
2014-11-15,2014-2015,Dumlupınar TSK,1362.5789121219884
2014-11-15,2014-2015,Görneç KSK,1328.4899973364581
2014-11-15,2014-2015,Türk Ocağı Limasol SK,1559.5769222800866
2014-11-16,2014-2015,Küçük Kaymaklı TSK,1675.6742110236721
2014-11-16,2014-2015,Bostancı Bağcıl SK,1473.8938015079564
2014-11-16,2014-2015,Mormenekşe GBSK,1469.7670442581425
2014-11-16,2014-2015,Çetinkaya TSK,1435.624153909092
2014-11-16,2014-2015,Lapta Türk Birliği SK,1322.1421184671726
2014-11-16,2014-2015,Cihangir GSK,1374.4195615255703
2014-11-16,2014-2015,Göçmenköy İYSK,1389.0149574993127
2014-11-16,2014-2015,Esentepe KSKK,1526.6323495869515
2014-11-16,2014-2015,Geçitkale GSK,1217.9594913515825
2014-11-16,2014-2015,Yalova SK,1344.7185390650466
2014-11-16,2014-2015,Düzkaya KOSK,1339.490562117886
2014-11-16,2014-2015,Gençlik Gücü TSK,1158.4186037839784
2014-11-22,2014-2015,Lefke TSK,1573.250926752814
2014-11-22,2014-2015,Küçük Kaymaklı TSK,1694.3068477021131
2014-11-22,2014-2015,Doğan Türk Birliği,1500.7668433477472
2014-11-22,2014-2015,Mağusa Türk Gücü,1403.2297279693107
2014-11-22,2014-2015,Çetinkaya TSK,1457.760024540662
2014-11-22,2014-2015,Gönyeli SK,1322.262492834407
2014-11-22,2014-2015,Cihangir GSK,1357.4301693914126
2014-11-22,2014-2015,L. Gençler Birliği SK,1504.1090540645193
2014-11-22,2014-2015,Akıncılar GSK,1260.9084261482185
2014-11-22,2014-2015,Değirmenlik SK,1372.8425554007042
2014-11-22,2014-2015,Esentepe KSKK,1517.8908295298415
2014-11-22,2014-2015,Binatlı YSK,1432.5618798254468
2014-11-22,2014-2015,Gençlik Gücü TSK,1184.5510140683386
2014-11-22,2014-2015,Görneç KSK,1302.3575870520979
2014-11-22,2014-2015,Yalova SK,1321.007216794082
2014-11-22,2014-2015,Düzkaya KOSK,1363.2018843888504
2014-11-23,2014-2015,Bostancı Bağcıl SK,1470.2437234893612
2014-11-23,2014-2015,Mormenekşe GBSK,1473.4171222767377
2014-11-23,2014-2015,Yenicami AK,1757.9080512630146
2014-11-23,2014-2015,Yeniboğaziçi DSK,1483.983810051106
2014-11-23,2014-2015,Serdarlı GB,1520.0575965844282
2014-11-23,2014-2015,Lapta Türk Birliği SK,1308.3538715545005
2014-11-23,2014-2015,Dumlupınar TSK,1376.7048836825004
2014-11-23,2014-2015,Geçitkale GSK,1203.8335197910706
2014-11-23,2014-2015,Denizli SK,1389.6443253477491
2014-11-23,2014-2015,Hamitköy ŞHSK,1404.5523222233994
2014-11-23,2014-2015,Türk Ocağı Limasol SK,1547.9616965463763
2014-11-23,2014-2015,Göçmenköy İYSK,1400.630183233023
2014-11-29,2014-2015,Yeniboğaziçi DSK,1481.6984598956492
2014-11-29,2014-2015,L. Gençler Birliği SK,1506.3944042199762
2014-11-29,2014-2015,Mağusa Türk Gücü,1393.9328181068806
2014-11-29,2014-2015,Yenicami AK,1767.2049611254447
2014-11-29,2014-2015,Gönyeli SK,1292.180605503753
2014-11-29,2014-2015,Bostancı Bağcıl SK,1500.3256108200153
2014-11-29,2014-2015,Serdarlı GB,1508.7490802691318
2014-11-29,2014-2015,Cihangir GSK,1368.738685706709
2014-11-29,2014-2015,Binatlı YSK,1447.3900066842275
2014-11-29,2014-2015,Göçmenköy İYSK,1385.8020563742423
2014-11-29,2014-2015,Hamitköy ŞHSK,1421.1034853354845
2014-11-29,2014-2015,Akıncılar GSK,1244.3572630361334
2014-11-29,2014-2015,Geçitkale GSK,1179.3487766746987
2014-11-29,2014-2015,Denizli SK,1414.129068464121
2014-11-29,2014-2015,Düzkaya KOSK,1329.2108092425326
2014-11-29,2014-2015,Dumlupınar TSK,1410.6959588288182
2014-11-29,2014-2015,Gençlik Gücü TSK,1175.6422107879246
2014-11-29,2014-2015,Türk Ocağı Limasol SK,1556.8704998267904
2014-11-30,2014-2015,Küçük Kaymaklı TSK,1701.8486393859034
2014-11-30,2014-2015,Doğan Türk Birliği,1493.225051663957
2014-11-30,2014-2015,Mormenekşe GBSK,1495.700145822607
2014-11-30,2014-2015,Lefke TSK,1550.9679032069446
2014-11-30,2014-2015,Lapta Türk Birliği SK,1345.9078113567223
2014-11-30,2014-2015,Çetinkaya TSK,1420.2060847384403
2014-11-30,2014-2015,Değirmenlik SK,1397.6428286502153
2014-11-30,2014-2015,Esentepe KSKK,1493.0905562803305
2014-11-30,2014-2015,Görneç KSK,1252.0270151604486
2014-11-30,2014-2015,Yalova SK,1371.3377886857313
2014-12-06,2014-2015,Bostancı Bağcıl SK,1519.487313327625
2014-12-06,2014-2015,Lapta Türk Birliği SK,1326.7461088491125
2014-12-06,2014-2015,Doğan Türk Birliği,1518.3028481732472
2014-12-06,2014-2015,Mormenekşe GBSK,1470.6223493133168
2014-12-06,2014-2015,Yenicami AK,1780.286511919487
2014-12-06,2014-2015,Küçük Kaymaklı TSK,1688.767088591861
2014-12-06,2014-2015,Cihangir GSK,1411.9109648273634
2014-12-06,2014-2015,Yeniboğaziçi DSK,1438.5261807749948
2014-12-06,2014-2015,Dumlupınar TSK,1363.9672082150626
2014-12-06,2014-2015,Görneç KSK,1298.7557657742043
2014-12-06,2014-2015,Denizli SK,1386.239238061597
2014-12-06,2014-2015,Düzkaya KOSK,1357.1006396450566
2014-12-06,2014-2015,Akıncılar GSK,1257.4564469440354
2014-12-06,2014-2015,Geçitkale GSK,1166.2495927667967
2014-12-06,2014-2015,Esentepe KSKK,1505.8383292611795
2014-12-06,2014-2015,Hamitköy ŞHSK,1408.3557123546354
2014-12-07,2014-2015,Lefke TSK,1561.978571815779
2014-12-07,2014-2015,Gönyeli SK,1281.1699368949185
2014-12-07,2014-2015,L. Gençler Birliği SK,1517.2090264554945
2014-12-07,2014-2015,Mağusa Türk Gücü,1383.1181958713623
2014-12-07,2014-2015,Çetinkaya TSK,1421.8454651438021
2014-12-07,2014-2015,Serdarlı GB,1507.10969986377
2014-12-07,2014-2015,Göçmenköy İYSK,1383.0474081261266
2014-12-07,2014-2015,Değirmenlik SK,1400.397476898331
